x,y,z
-4.990922732,-8.486702824,-1.001371216
16.493090831,0.147056651,2.457405553
-11.529602528,4.214941466,0.722348572
16.546599902,-3.386626943,-0.267818546
-7.766445287,4.272821894,-3.451738436
7.864689298,6.019478139,-2.014986800
-4.808254975,-2.780882137,3.011406365
-11.700626785,7.457608188,-3.259202378
-15.739264771,5.612248782,-3.477161993
2.317494924,0.321165445,3.086440638
5.928234870,8.677829263,1.452266968
-5.634256117,7.873570212,-3.367332996
6.195122019,-7.051871485,-2.565761339
-3.865201554,-0.005759710,-3.571340109
-3.206189417,0.665899433,-1.768596964
-3.192836443,5.031495306,-2.476213102
-6.493903100,-4.030354418,-2.008507658
-15.732743117,8.221381932,0.068885926
-5.882208440,6.848619369,-3.824545133
-13.396413632,-8.661982837,-3.755284437
-16.910172013,1.953894274,1.740512573
-4.960336993,7.704025936,2.045262594
16.589545400,4.829181965,0.179540034
-15.092914658,-6.844764890,-1.385644492
-12.377052761,2.474053840,-3.443980446
1.443045797,-2.461576322,-0.928845152
-14.312678000,3.942211519,2.112169872
-6.152281934,-2.225426761,1.539280634
-12.515181958,2.062247038,-1.263171113
6.815177299,2.439070681,-1.505662360
-7.480976690,-1.945794841,-1.632366548
8.804446277,5.230745050,-0.036115825
-8.944411021,-0.136118218,2.051676749
1.548392780,-8.720535674,-3.299125442
-3.927926882,6.167363178,-0.579024810
4.200505174,1.158669692,-3.352781389
-0.762481098,-1.230498933,-0.336296511
13.964589543,-3.611793571,3.819638583
-0.951139415,-0.401137047,1.698805283
-0.778576236,-7.934932165,0.497436389
-14.052848398,7.727880603,-1.509280405
14.746896438,0.334750574,2.250499882
0.217777058,-5.208020672,3.976597461
4.568834729,-0.889605884,3.521980929
1.919336703,-1.687238625,-2.410758761
-5.653905484,5.608679222,-2.707747004
-1.261873545,2.570054836,-0.446722905
-3.435979168,-8.333522134,2.525747981
-14.485603743,-1.210580183,-3.325606264
-6.321475174,5.055437628,3.400413745
-15.634495552,-3.578875340,1.508835070
-4.357469456,8.769515422,-2.863042742
-12.311962763,4.105748273,1.553906647
14.852008723,-7.663860151,-3.867697017
-12.637323944,7.596121548,-0.528436898
-2.413697198,-4.143542428,-2.442897538
-13.027145734,4.560119185,-3.656339652
8.201931048,0.014560761,-2.554994719
-9.211476111,-8.216063215,2.737676233
3.298111474,4.235550833,0.310775201
-14.960506989,3.792031916,3.113075659
-8.013436395,-1.979508716,3.931356676
3.988641809,-6.651630203,-2.609832927
-8.240903563,7.700834205,2.468798267
-16.429145112,1.118442154,-2.399247557
-8.506216274,0.488973748,-2.457949356
6.337419909,-8.316188134,-3.745349630
-7.163814095,-7.337664054,2.837330142
9.147895161,1.081298642,1.876064783
-16.666530404,-4.691394052,0.147285912
10.351049893,1.632981447,-1.350187669
-8.492319006,6.470721380,0.451763754
12.024849530,-7.139669107,2.422237647
-14.635357297,-2.686194895,-0.791649528
-14.800913450,7.727473889,-0.676305569
-14.801046645,3.436219570,-1.322486931
3.378679179,2.997441019,3.766530386
2.565748202,2.567614233,3.679595088
-6.008165815,-3.017059759,1.692324835
4.900432712,-3.078844894,3.475210935
16.240951787,8.903063208,1.575975108
11.246961558,7.211613586,0.796826777
13.774362258,0.920233173,-1.401862911
0.663960019,-6.100085013,3.777554159
-11.521188604,-3.007331643,-2.999499009
11.196616820,4.386510162,2.763361298
14.385752781,5.086068675,0.807267431
6.695813107,6.299794382,-2.726476985
-9.176611297,1.429415574,-0.200899133
14.753288705,-3.045329198,-3.449502262
-7.304665226,-5.790540280,-0.601866201
-13.399543466,2.197495407,-0.897749426
-9.223618813,6.974664378,3.907040028
6.300008920,-7.076010837,0.209980591
6.793728206,-0.577716075,-2.651183349
-5.203511044,7.112323316,-3.671916373
-15.243120297,3.556680552,2.631931699
3.979289385,7.218642610,0.109976016
5.107900311,-1.234113497,2.333602644
-15.804584927,-1.953248773,-1.103087853
-13.291163265,-0.396546728,1.957546328
-11.952732864,8.902280553,-2.399981727
13.617666846,-8.652571711,0.082640383
-14.908483638,-3.704361153,2.445042724
3.725292143,7.030080087,-0.092442267
-13.298166468,-7.617773074,0.231049080
14.229577959,8.739962058,2.012418092
-14.625776496,-5.858746688,1.062353561
3.006040617,7.388536495,-0.141642756
-7.601061114,-6.839467311,2.016011330
13.826587556,4.113462615,-2.709969593
3.984422369,7.186666165,-0.175060228
-15.671141345,-4.113166192,1.266237904
-12.725203667,-2.701169368,3.840407984
-12.568907610,-1.144926807,1.191294757
-9.783153576,5.572887534,-2.621694563
3.343250193,-8.324363583,3.997497130
0.921680066,-4.700468007,-2.917824389
-15.618621546,-4.196593536,2.738721181
-8.553429885,7.910707086,3.938965084
2.519643193,-6.898614991,-1.275498814
6.933216690,-2.283440738,1.202328260
6.471866466,-5.952402710,-1.646144206
5.312347287,0.198531230,0.047664544
-12.896022407,7.258337671,-3.766375112
8.539006697,-3.747624440,2.161729052
-6.347333621,5.475296529,0.952250627
15.728976488,3.876959916,3.178103082
-5.020788791,3.637463759,1.496468153
-9.979397296,4.768594251,0.348362259
14.179397770,0.191499866,2.950561690
-6.466184922,-2.655479921,0.449957041
-14.588920582,-1.130220180,3.134706416
5.375263815,7.831484189,3.367661770
-13.478204225,-4.373776175,1.908551483
-1.844755702,5.254046461,-0.161336521
-10.375953727,-3.867864755,0.469594304
13.215104400,-8.598274153,0.081060006
1.968105683,7.439476819,-3.577001532
-3.370613146,3.799593529,-2.373114813
5.582933744,-4.394291948,0.238656576
1.726163004,-7.087308431,0.362496182
-0.196993205,-5.144368352,-3.887715232
9.719593090,-0.794336439,-0.052186383
-4.386442690,-2.453480502,0.541356488
1.833808127,-2.578381950,0.650566410
-4.766859994,-1.044353555,-1.113292422
-16.147439601,-7.792739236,3.285684084
-0.878944633,-6.492080634,1.071690101
11.576886958,-2.654107106,-0.652670032
14.166704462,7.688954454,2.611395622
-1.415524572,-2.669632899,-3.516598949
7.341948285,-5.443121067,2.084316874
12.244902257,-0.063277705,0.851892047
4.413390367,-4.273150794,-1.563994877
-6.416811020,2.567807494,2.826044733
8.339815449,2.096182494,-3.293596110
-4.269148936,-0.892388774,1.509445863
10.851743321,-0.502404868,2.468094412
-1.433042360,-4.555143083,-3.209574076
-6.866750540,-0.696264070,1.923934959
12.602178517,-1.503281739,-1.529882423
0.831442867,-2.260053187,-2.044238135
8.455459762,-4.386880073,1.823615676
5.132071000,-3.289595338,2.412441570
-6.153010371,6.069963703,1.263361496
-13.808878450,-0.708914062,-2.451902327
-0.683167217,-8.007240322,-3.326380855
1.208758220,3.820873030,-2.673230080
1.838606082,3.797674115,2.708401973
-2.070155512,8.846853067,3.833727210
10.820444068,-2.720903272,-2.644925935
-10.203330186,7.496705271,-3.571412118
-2.710082112,6.083897459,-2.273916820
-12.746389445,-4.583390610,1.663235745
4.243817960,-7.376822386,-2.787120688
3.048789333,0.773247905,1.779497524
-9.182744515,0.637361518,2.595835972
15.698762517,4.640110585,3.009497476
-10.099653696,-0.247791032,3.796145242
3.926140921,-6.288083828,-0.923811777
-10.605990514,5.877468764,-2.768045345
-2.099919881,-0.224047205,0.022159966
11.429646616,-8.178983604,-2.521000479
-10.177538897,-0.919128489,3.323345280
7.791742085,-1.006823016,-1.303604323
10.479606217,2.613640744,1.631311188
