x,y,z
7.974683544,0.000000000,3.000000000
8.354430380,-2.000000000,0.750000000
8.354430380,2.000000000,2.250000000
8.354430380,0.000000000,0.000000000
8.354430380,0.000000000,3.000000000
8.734177215,-2.000000000,0.750000000
8.734177215,2.000000000,2.250000000
8.734177215,0.000000000,0.000000000
8.734177215,0.000000000,3.000000000
9.113924051,-2.000000000,0.750000000
9.113924051,2.000000000,2.250000000
9.113924051,0.000000000,0.000000000
9.113924051,0.000000000,3.000000000
9.493670886,-2.000000000,0.750000000
9.493670886,2.000000000,2.250000000
9.493670886,0.000000000,0.000000000
9.493670886,0.000000000,3.000000000
9.873417722,-2.000000000,0.750000000
9.873417722,2.000000000,2.250000000
9.873417722,0.000000000,0.000000000
9.873417722,0.000000000,3.000000000
10.253164557,-2.000000000,0.750000000
10.253164557,2.000000000,2.250000000
10.253164557,0.000000000,0.000000000
10.253164557,0.000000000,3.000000000
10.632911392,-2.000000000,0.750000000
10.632911392,2.000000000,2.250000000
10.632911392,0.000000000,0.000000000
10.632911392,0.000000000,3.000000000
11.012658228,-2.000000000,0.750000000
11.012658228,2.000000000,2.250000000
11.012658228,0.000000000,0.000000000
11.012658228,0.000000000,3.000000000
11.392405063,-2.000000000,0.750000000
11.392405063,2.000000000,2.250000000
11.392405063,0.000000000,0.000000000
11.392405063,0.000000000,3.000000000
11.772151899,-2.000000000,0.750000000
11.772151899,2.000000000,2.250000000
11.772151899,0.000000000,0.000000000
11.772151899,0.000000000,3.000000000
12.151898734,-2.000000000,0.750000000
12.151898734,2.000000000,2.250000000
12.151898734,0.000000000,0.000000000
12.151898734,0.000000000,3.000000000
12.531645570,-2.000000000,0.750000000
12.531645570,2.000000000,2.250000000
12.531645570,0.000000000,0.000000000
12.531645570,0.000000000,3.000000000
12.911392405,-2.000000000,0.750000000
12.911392405,2.000000000,2.250000000
12.911392405,0.000000000,0.000000000
12.911392405,0.000000000,3.000000000
13.291139241,-2.000000000,0.750000000
13.291139241,2.000000000,2.250000000
13.291139241,0.000000000,0.000000000
13.291139241,0.000000000,3.000000000
13.670886076,-2.000000000,0.750000000
13.670886076,2.000000000,2.250000000
13.670886076,0.000000000,0.000000000
13.670886076,0.000000000,3.000000000
14.050632911,-2.000000000,0.750000000
14.050632911,2.000000000,2.250000000
14.050632911,0.000000000,0.000000000
14.050632911,0.000000000,3.000000000
14.430379747,-2.000000000,0.750000000
14.430379747,2.000000000,2.250000000
14.430379747,0.000000000,0.000000000
14.430379747,0.000000000,3.000000000
14.810126582,-2.000000000,0.750000000
14.810126582,2.000000000,2.250000000
14.810126582,0.000000000,0.000000000
14.810126582,0.000000000,3.000000000
15.189873418,-2.000000000,0.750000000
15.189873418,2.000000000,2.250000000
15.189873418,0.000000000,0.000000000
15.189873418,0.000000000,3.000000000
15.569620253,-2.000000000,0.750000000
15.569620253,2.000000000,2.250000000
15.569620253,0.000000000,0.000000000
15.569620253,0.000000000,3.000000000
15.949367089,-2.000000000,0.750000000
15.949367089,2.000000000,2.250000000
15.949367089,0.000000000,0.000000000
15.949367089,0.000000000,3.000000000
16.329113924,-2.000000000,0.750000000
16.329113924,2.000000000,2.250000000
16.329113924,0.000000000,0.000000000
16.329113924,0.000000000,3.000000000
16.708860759,-2.000000000,0.750000000
16.708860759,2.000000000,2.250000000
16.708860759,0.000000000,0.000000000
16.708860759,0.000000000,3.000000000
17.088607595,-2.000000000,0.750000000
17.088607595,2.000000000,2.250000000
17.088607595,0.000000000,0.000000000
17.088607595,0.000000000,3.000000000
17.468354430,-2.000000000,0.750000000
17.468354430,2.000000000,2.250000000
17.468354430,0.000000000,0.000000000
17.468354430,0.000000000,3.000000000
17.848101266,-2.000000000,0.750000000
17.848101266,2.000000000,2.250000000
17.848101266,0.000000000,0.000000000
17.848101266,0.000000000,3.000000000
18.227848101,-2.000000000,0.750000000
18.227848101,2.000000000,2.250000000
18.227848101,0.000000000,0.000000000
18.227848101,0.000000000,3.000000000
18.607594937,-2.000000000,0.750000000
18.607594937,2.000000000,2.250000000
18.607594937,0.000000000,0.000000000
18.607594937,0.000000000,3.000000000
18.987341772,-2.000000000,0.750000000
18.987341772,2.000000000,2.250000000
18.987341772,0.000000000,0.000000000
18.987341772,0.000000000,3.000000000
19.367088608,-2.000000000,0.750000000
19.367088608,2.000000000,2.250000000
19.367088608,0.000000000,0.000000000
19.367088608,0.000000000,3.000000000
19.746835443,-2.000000000,0.750000000
19.746835443,2.000000000,2.250000000
19.746835443,0.000000000,0.000000000
19.746835443,0.000000000,3.000000000
20.126582278,-2.000000000,0.750000000
20.126582278,2.000000000,2.250000000
20.126582278,0.000000000,0.000000000
20.126582278,0.000000000,3.000000000
20.506329114,-2.000000000,0.750000000
20.506329114,2.000000000,2.250000000
20.506329114,0.000000000,0.000000000
20.506329114,0.000000000,3.000000000
20.886075949,-2.000000000,0.750000000
20.886075949,2.000000000,2.250000000
20.886075949,0.000000000,0.000000000
20.886075949,0.000000000,3.000000000
21.265822785,-2.000000000,0.750000000
21.265822785,2.000000000,2.250000000
21.265822785,0.000000000,0.000000000
21.265822785,0.000000000,3.000000000
21.645569620,-2.000000000,0.750000000
21.645569620,2.000000000,2.250000000
21.645569620,0.000000000,0.000000000
21.645569620,0.000000000,3.000000000
22.025316456,-2.000000000,0.750000000
22.025316456,2.000000000,2.250000000
22.025316456,0.000000000,0.000000000
22.025316456,0.000000000,3.000000000
22.405063291,-2.000000000,0.750000000
22.405063291,2.000000000,2.250000000
22.405063291,0.000000000,0.000000000
22.405063291,0.000000000,3.000000000
22.784810127,-2.000000000,0.750000000
22.784810127,2.000000000,2.250000000
22.784810127,0.000000000,0.000000000
22.784810127,0.000000000,3.000000000
23.164556962,-2.000000000,0.750000000
23.164556962,2.000000000,2.250000000
23.164556962,0.000000000,0.000000000
23.164556962,0.000000000,3.000000000
23.544303797,-2.000000000,0.750000000
23.544303797,2.000000000,2.250000000
23.544303797,0.000000000,0.000000000
23.544303797,0.000000000,3.000000000
23.924050633,-2.000000000,0.750000000
23.924050633,2.000000000,2.250000000
23.924050633,0.000000000,0.000000000
23.924050633,0.000000000,3.000000000
24.303797468,-2.000000000,0.750000000
24.303797468,2.000000000,2.250000000
24.303797468,0.000000000,0.000000000
24.303797468,0.000000000,3.000000000
24.683544304,-2.000000000,0.750000000
24.683544304,2.000000000,2.250000000
24.683544304,0.000000000,0.000000000
24.683544304,0.000000000,3.000000000
25.063291139,-2.000000000,0.750000000
25.063291139,2.000000000,2.250000000
25.063291139,0.000000000,0.000000000
25.063291139,0.000000000,3.000000000
25.443037975,-2.000000000,0.750000000
25.443037975,2.000000000,2.250000000
25.443037975,0.000000000,0.000000000
25.443037975,0.000000000,3.000000000
25.822784810,-2.000000000,0.750000000
25.822784810,2.000000000,2.250000000
25.822784810,0.000000000,0.000000000
25.822784810,0.000000000,3.000000000
26.202531646,-2.000000000,0.750000000
26.202531646,2.000000000,2.250000000
26.202531646,0.000000000,0.000000000
26.202531646,0.000000000,3.000000000
26.582278481,-2.000000000,0.750000000
26.582278481,2.000000000,2.250000000
26.582278481,0.000000000,0.000000000
26.582278481,0.000000000,3.000000000
26.962025316,-2.000000000,0.750000000
26.962025316,2.000000000,2.250000000
26.962025316,0.000000000,0.000000000
26.962025316,0.000000000,3.000000000
27.341772152,-2.000000000,0.750000000
27.341772152,2.000000000,2.250000000
27.341772152,0.000000000,0.000000000
27.341772152,0.000000000,3.000000000
27.721518987,-2.000000000,0.750000000
27.721518987,2.000000000,2.250000000
27.721518987,0.000000000,0.000000000
27.721518987,0.000000000,3.000000000
28.101265823,-2.000000000,0.750000000
28.101265823,2.000000000,2.250000000
28.101265823,0.000000000,0.000000000
28.101265823,0.000000000,3.000000000
28.481012658,-2.000000000,0.750000000
28.481012658,2.000000000,2.250000000
28.481012658,0.000000000,0.000000000
28.481012658,0.000000000,3.000000000
28.860759494,-2.000000000,0.750000000
28.860759494,2.000000000,2.250000000
28.860759494,0.000000000,0.000000000
28.860759494,0.000000000,3.000000000
29.240506329,-2.000000000,0.750000000
29.240506329,2.000000000,2.250000000
29.240506329,0.000000000,0.000000000
29.240506329,0.000000000,3.000000000
29.620253165,-2.000000000,0.750000000
29.620253165,2.000000000,2.250000000
29.620253165,0.000000000,0.000000000
29.620253165,0.000000000,3.000000000
30.000000000,-2.000000000,0.750000000
30.000000000,2.000000000,2.250000000
30.000000000,0.000000000,0.000000000
30.000000000,0.000000000,3.000000000
