scene_variant,geometry_seed,measurement_seed,repeat_index,block_id,base_snapshot_id,base_snapshot_checksum,scan_checksum,map_checksum,dropout_checksum,scan_pre_noise_checksum,map_pre_noise_checksum,scan_normals_checksum,map_normals_checksum,scan_dropout_mask_checksum,map_dropout_mask_checksum,scan_point_count_before_dropout,scan_point_count,map_point_count_before_dropout,map_point_count,primitive_count
GEOMETRY_RICH_ROOM,1107,2111,0,dev::GEOMETRY_RICH_ROOM::g1107::m2111,dev::GEOMETRY_RICH_ROOM::g1107::m2111::r00,814858a58251ae77967f7a3fa8b0a14d15daf78684fe58168f151c2bf42df7e7,7b3b52cc7d3dbf2227d8370863ff08f8378677be151a6722c26644c7140df81f,3550a139d4e09f062debf9358fb1b81ddc6e3e77454207d07e6aed9bc0b3dac8,aa599b9ef5e7d1b9d27a00efaf1353b0126767debbab12aea7f7e8063fc97c36,1df18f1c75ef46100878d8cf32d9852e559a8d38569580c4f561eba8c67b75a7,81bea0b550f8771e9ecef2b4e4659facedbd7d400fe4bebfd62639f998b31fd7,5a49828f0353a9dd22b8efa07b56b6ef63971c174ee428f8d76eca2aa45356c3,c295ecb904325a96e84c0e3b35ae4ce7ae36ea1ed0cf1ab1f632d30220d5d354,9c0bd6ce2f599b624747a4ed40d0e8a5fb0085c3afc6245d90ea8308f6421b18,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43765,44214,44214,24
GEOMETRY_RICH_ROOM,1107,2111,1,dev::GEOMETRY_RICH_ROOM::g1107::m2111,dev::GEOMETRY_RICH_ROOM::g1107::m2111::r01,0deb076021819669ec9d14ebc5add66c7ed62f1b01050514327d8ecbb06af6b4,a3603632876d0bcd62747950d6d1a71b83ea85f8d408c032d15dc88e4af9cd6d,f9b1a35427070b1496184e98d3eeb6e3487bf3afe25660749ab41a21c8035817,1fcdec22f5467864438c368be619bcd5a2f0bf21a151493c49ab847bb1134a29,1df18f1c75ef46100878d8cf32d9852e559a8d38569580c4f561eba8c67b75a7,81bea0b550f8771e9ecef2b4e4659facedbd7d400fe4bebfd62639f998b31fd7,5a49828f0353a9dd22b8efa07b56b6ef63971c174ee428f8d76eca2aa45356c3,c295ecb904325a96e84c0e3b35ae4ce7ae36ea1ed0cf1ab1f632d30220d5d354,c65fc2631d9df5cc40ec3390a8014c3d8be1371eba0423d5d1cb16243421a0c9,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43805,44214,44214,24
GEOMETRY_RICH_ROOM,1107,2111,2,dev::GEOMETRY_RICH_ROOM::g1107::m2111,dev::GEOMETRY_RICH_ROOM::g1107::m2111::r02,2b85f8d8084ec9f370323fc84f7334cd23b335f27a4732cc4ff21d94b9cbcef0,d28ee1793631074b49f1567e9a3efae2602d1a7198f50fb7aa796ca9a1ee7e62,58a7d672a29ccac149bdda17dc32e26b4170d2e6bef440810afd9dcecfa6af2b,0b4519c17c6c87019c804adb45c7240fa669f74e9489bc3ea28cdab5ab92a584,1df18f1c75ef46100878d8cf32d9852e559a8d38569580c4f561eba8c67b75a7,81bea0b550f8771e9ecef2b4e4659facedbd7d400fe4bebfd62639f998b31fd7,5a49828f0353a9dd22b8efa07b56b6ef63971c174ee428f8d76eca2aa45356c3,c295ecb904325a96e84c0e3b35ae4ce7ae36ea1ed0cf1ab1f632d30220d5d354,26aee4e353a6b4312230da9d58523272641cbc9a0139b28c91ab450c11b5a1fc,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43755,44214,44214,24
GEOMETRY_RICH_ROOM,1107,2111,3,dev::GEOMETRY_RICH_ROOM::g1107::m2111,dev::GEOMETRY_RICH_ROOM::g1107::m2111::r03,ff11319383235609c20e53d2733790d41a28f65e8d4369d69a2e22ed53a8daa2,84a18b1946029566ee948c41b0a49388685724b1342f3325a5f35bb9b1abfe89,0096ce45ccb8cdda56ec5ecb19a7bcf6d59812c8fea46aa9f395f22c217f8b7a,593530903a347acc1d50c7dd542c3a66540198cc07e9a0876346ef8ccb045c3e,1df18f1c75ef46100878d8cf32d9852e559a8d38569580c4f561eba8c67b75a7,81bea0b550f8771e9ecef2b4e4659facedbd7d400fe4bebfd62639f998b31fd7,5a49828f0353a9dd22b8efa07b56b6ef63971c174ee428f8d76eca2aa45356c3,c295ecb904325a96e84c0e3b35ae4ce7ae36ea1ed0cf1ab1f632d30220d5d354,1327a5649c800d8f1c54be53b78b78033449e683c6d8b789213a0d8004a6766a,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43793,44214,44214,24
GEOMETRY_RICH_ROOM,1107,2111,4,dev::GEOMETRY_RICH_ROOM::g1107::m2111,dev::GEOMETRY_RICH_ROOM::g1107::m2111::r04,644821af2a3d6d4bc3edc75afa65753f8930ecec4e2bf600e2038b89af7537f9,327ba33b6f00e0dd1f4f471d7beac08910f6f17f27f537e4ecf9a47e00191503,746e7402f8aad8a316b5163c90e270d05a8c306ee3d986f180f7cb44c0352153,dbd052c522fe0ed4fe2e83c5743f92dfdda9fed17ed2ca5968583bfa72e43da8,1df18f1c75ef46100878d8cf32d9852e559a8d38569580c4f561eba8c67b75a7,81bea0b550f8771e9ecef2b4e4659facedbd7d400fe4bebfd62639f998b31fd7,5a49828f0353a9dd22b8efa07b56b6ef63971c174ee428f8d76eca2aa45356c3,c295ecb904325a96e84c0e3b35ae4ce7ae36ea1ed0cf1ab1f632d30220d5d354,652c73dabb3862f79b9326dc8c364ca8cd97890bc29adc571b4cbd289769f22d,093a85b43b64d23a647d1b50b6d6806216c9fa1d1d9c7c2fbde5c99e11325854,44214,43795,44214,44214,24
LONG_CORRIDOR,1101,2101,0,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r00,e420df5e5b339368c0dcd293a1c30abf1191849fa97a28abf508c5d1d087963b,814bdf5e411c49e61b98c1f9d786d480d68256584ac083c1cc96a13c575f6bee,da73c8119b463b05102924adf3336f5f5602c6216a396b5b1b55a7648d16bff6,69f1bf329699f441fe177f07396c6bd6dbc125fe5de61e27e73bd235ef0b357d,f36e89da7ec107f19f4feb225a08217a3ff3435daab4b33ddd2d6f03797fe64d,e947bf8d1409317cda9e6405cd27b5855d5793a5b2ea3ff07bcb75c459d8e1e5,c886be47ca95a84e9b15f2a949452f1504d76cbc10bb39ee8a102fef9cf061ec,91f2c04e0690fa5f970c72a3cc06b52405c28dd7a138a497f98e0e2d60eb9900,089d35e7ab5367d1cb45aa863f3d35315590a36cfafeed551483d31db0f9576e,beea3e56d5cbece7757065711700798d653414b1c53788f85e982398f01595a1,47824,47312,47817,47817,4
LONG_CORRIDOR,1101,2101,1,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r01,10ad76ad2d6d46f5fa65d334dde5afe0c247b10d3d07d60f17cea9ee7a2ae04d,cbc708d0b08939231f702bb2453a60b7aeb3b1989e9d362a9eb26cab78c4f3fe,5bc56d683939268908a7b99ed8c4325e9a122a090c3e32604f48384c02b4cee6,0f697e6041556f9c54fb06ea595eff3b9aa25e65b827f9f6a216f8cc3724a57a,f36e89da7ec107f19f4feb225a08217a3ff3435daab4b33ddd2d6f03797fe64d,e947bf8d1409317cda9e6405cd27b5855d5793a5b2ea3ff07bcb75c459d8e1e5,c886be47ca95a84e9b15f2a949452f1504d76cbc10bb39ee8a102fef9cf061ec,91f2c04e0690fa5f970c72a3cc06b52405c28dd7a138a497f98e0e2d60eb9900,57e13e338ed1c511d2bff1b3af91be790422d57601fd3b7ab801442212a515ae,beea3e56d5cbece7757065711700798d653414b1c53788f85e982398f01595a1,47824,47358,47817,47817,4
LONG_CORRIDOR,1101,2101,2,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r02,9fa90737db2d67adf838bac4f370c9729dc408cdd74b3de255ba054bfaa00d92,cc87305e7e73a6713246c38fde90eaabcb6ef5de3bc6e0aae577b9204c5b8c71,bc1cc7ccb5879104ce71e219cc355de6165ef86cfd4eaa515a8deb7761a80525,a747bbf986e0146312fc74e4386412ca970ff18bb68f3e6dfa0a6c9065653367,f36e89da7ec107f19f4feb225a08217a3ff3435daab4b33ddd2d6f03797fe64d,e947bf8d1409317cda9e6405cd27b5855d5793a5b2ea3ff07bcb75c459d8e1e5,c886be47ca95a84e9b15f2a949452f1504d76cbc10bb39ee8a102fef9cf061ec,91f2c04e0690fa5f970c72a3cc06b52405c28dd7a138a497f98e0e2d60eb9900,0ad312bfc364250b830acc61fb1b2302ceb91a1c14b8821c8a909b53e9c11782,beea3e56d5cbece7757065711700798d653414b1c53788f85e982398f01595a1,47824,47345,47817,47817,4
LONG_CORRIDOR,1101,2101,3,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r03,469e42fd463cad8d76a02ec6fa89bfb9ffec882761ef04eddc0515ada2c6cc33,2fd9641fa39bc59d340662c77afeb6f0a4418811a81ea5d7a1182aa96fd8de30,3fe81af413fb12506b1647c64297341b38cc1b68a46ac74d19c614dbb9158027,d1f5b1977815fda19db1ba7d40527cf6a797e4b4323794f1b91230a9e7cc3c45,f36e89da7ec107f19f4feb225a08217a3ff3435daab4b33ddd2d6f03797fe64d,e947bf8d1409317cda9e6405cd27b5855d5793a5b2ea3ff07bcb75c459d8e1e5,c886be47ca95a84e9b15f2a949452f1504d76cbc10bb39ee8a102fef9cf061ec,91f2c04e0690fa5f970c72a3cc06b52405c28dd7a138a497f98e0e2d60eb9900,e8e1fbc7958d5b162635e5a785ce82fc2979c34bcd6f5f375f568f085a711963,beea3e56d5cbece7757065711700798d653414b1c53788f85e982398f01595a1,47824,47333,47817,47817,4
LONG_CORRIDOR,1101,2101,4,dev::LONG_CORRIDOR::g1101::m2101,dev::LONG_CORRIDOR::g1101::m2101::r04,aaa7b9cdbb0c0319d7080c934e10c38287a1c1e35f15a9a0b08be8256b7151c7,20610ad16ae01e0c98a06df3fd1a45789f44eb5539d5ca0c351196028fda92a9,426cb659495099e44b8069ab42df744337585636c5df5555b3da717efda707e4,86888dd98b86166b372a30e2585620a8b19ea937cefec55738bc81a67f7d8e54,f36e89da7ec107f19f4feb225a08217a3ff3435daab4b33ddd2d6f03797fe64d,e947bf8d1409317cda9e6405cd27b5855d5793a5b2ea3ff07bcb75c459d8e1e5,c886be47ca95a84e9b15f2a949452f1504d76cbc10bb39ee8a102fef9cf061ec,91f2c04e0690fa5f970c72a3cc06b52405c28dd7a138a497f98e0e2d60eb9900,744c44087981f6e17ed79ba21f501258ccafcaf2fccb0cdaf698094704407335,beea3e56d5cbece7757065711700798d653414b1c53788f85e982398f01595a1,47824,47337,47817,47817,4
LONG_CORRIDOR,1101,2111,0,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r00,7500092ffadd3412bfce0c466fc201d70b4c33ea1ba4d51a45a5a4e17923bfb2,23f81b46783a6370f134552617a585d70f3f3fd2e1e4167b2b58446ee4b1d4ad,f26e9154029d115d288f0c2ba5c794e628c2adaf00c2a46039a97cf6475e1123,5cc402b5ed9572c4c2b0069657789a8bc595f685f518156307ad014269f60830,f36e89da7ec107f19f4feb225a08217a3ff3435daab4b33ddd2d6f03797fe64d,e947bf8d1409317cda9e6405cd27b5855d5793a5b2ea3ff07bcb75c459d8e1e5,c886be47ca95a84e9b15f2a949452f1504d76cbc10bb39ee8a102fef9cf061ec,91f2c04e0690fa5f970c72a3cc06b52405c28dd7a138a497f98e0e2d60eb9900,b1824de43f1cc2a3f47815877f6d3fbd41936bb50cc68e781489ad9108fe6fe9,beea3e56d5cbece7757065711700798d653414b1c53788f85e982398f01595a1,47824,47370,47817,47817,4
LONG_CORRIDOR,1101,2111,1,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r01,84392aa15fb5a50fe1b86db291ef3035b35f8b3e6c9a0e8718bf92e26e53ed36,3517c3264914716a3d2df65899fd4f06eb83788e7ca89a275b9d29705049c1ef,b6974fb853a9ef19b24e669e7cf76f8dd6419f6bcdf51939ae32b1fd9297955b,e097f7d31ec70a2902b355d850eab67c0ea9e70a51fe69a6e93b1fefc3c29c22,f36e89da7ec107f19f4feb225a08217a3ff3435daab4b33ddd2d6f03797fe64d,e947bf8d1409317cda9e6405cd27b5855d5793a5b2ea3ff07bcb75c459d8e1e5,c886be47ca95a84e9b15f2a949452f1504d76cbc10bb39ee8a102fef9cf061ec,91f2c04e0690fa5f970c72a3cc06b52405c28dd7a138a497f98e0e2d60eb9900,f77c65a54e5c6da6c019b99824e909ad17e512712594f866f6a11cc0d33421ec,beea3e56d5cbece7757065711700798d653414b1c53788f85e982398f01595a1,47824,47375,47817,47817,4
LONG_CORRIDOR,1101,2111,2,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r02,166588a1c63fa1aa3bb1f53b06669bb34accbd70596db9649391aed36e0d2be9,98f5184ecb871ed656ee553194b6f666d9f3ecdc0a04b4ba1ac66fd0b8bfc5a9,1a5d18766f48cf6287daf68e326472e0e3fa7600a9c7afd0a654d4c7b560cab3,0ddf2a0cd67ef41dc0bc9acd68e4c3cf4d6c17272e0ee714516d6bd0e6ea6972,f36e89da7ec107f19f4feb225a08217a3ff3435daab4b33ddd2d6f03797fe64d,e947bf8d1409317cda9e6405cd27b5855d5793a5b2ea3ff07bcb75c459d8e1e5,c886be47ca95a84e9b15f2a949452f1504d76cbc10bb39ee8a102fef9cf061ec,91f2c04e0690fa5f970c72a3cc06b52405c28dd7a138a497f98e0e2d60eb9900,2629e134311823d747961fba6209dd0db1a5dc3013323ec05ea3d5f2e4ade59c,beea3e56d5cbece7757065711700798d653414b1c53788f85e982398f01595a1,47824,47351,47817,47817,4
LONG_CORRIDOR,1101,2111,3,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r03,c8b39c152c5feb020aa052f05fad6a809a20762961633ff3d5eac891cfa48ab6,d795b3ae9a1c09b32412859720b4aebcb3de2ec8033779163ec150a5ad016b9d,3f313d771508921ae4642255af3cbaaec8f32f8478700cae0ff5703b11dd50fa,eb8bf728841924eeff949a16565f7b4c3ad887884b08a136e0724a49054d1d37,f36e89da7ec107f19f4feb225a08217a3ff3435daab4b33ddd2d6f03797fe64d,e947bf8d1409317cda9e6405cd27b5855d5793a5b2ea3ff07bcb75c459d8e1e5,c886be47ca95a84e9b15f2a949452f1504d76cbc10bb39ee8a102fef9cf061ec,91f2c04e0690fa5f970c72a3cc06b52405c28dd7a138a497f98e0e2d60eb9900,8b80d75f0b5a7f2a5bc844de91ac102b76c16f7d2f8a11ac758b92c9561a386b,beea3e56d5cbece7757065711700798d653414b1c53788f85e982398f01595a1,47824,47352,47817,47817,4
LONG_CORRIDOR,1101,2111,4,dev::LONG_CORRIDOR::g1101::m2111,dev::LONG_CORRIDOR::g1101::m2111::r04,234e1e580d42c2356a73159336bd0e28a1899683742173817d94616d8b40968f,ff89ce635a41375a40b8bd6b69c7434bc5061d770d4e71bed79992ab18f39b1f,2432c5a588f27738679c53c5bda724bd9d1b1ec70ed9af35d13e455c91584884,be6f17df0030b854e3afe8e3da05a30a76d2ec2f1c7686f5547e3b2b4b1e7425,f36e89da7ec107f19f4feb225a08217a3ff3435daab4b33ddd2d6f03797fe64d,e947bf8d1409317cda9e6405cd27b5855d5793a5b2ea3ff07bcb75c459d8e1e5,c886be47ca95a84e9b15f2a949452f1504d76cbc10bb39ee8a102fef9cf061ec,91f2c04e0690fa5f970c72a3cc06b52405c28dd7a138a497f98e0e2d60eb9900,d834541e7152250fbdf8d56ef3824153a09d4b423473cccf0b9e3fbed2c29433,beea3e56d5cbece7757065711700798d653414b1c53788f85e982398f01595a1,47824,47341,47817,47817,4
LONG_CORRIDOR,1103,2101,0,dev::LONG_CORRIDOR::g1103::m2101,dev::LONG_CORRIDOR::g1103::m2101::r00,d64c3b9dccd4d57a866fc36ee92204d9f057d1ba2fe884d8a1477b021fd2f47b,2dec09276d35180f5a5b2060c831af3dbd3f26f62f4c56434e883d881ca71e5c,a5a2b60d7434b5784bbd9888e12e418a59f73b5d08a5e4cccc1889fcb0889c10,d161f06e9cdecf412b5b15fd3608abb0934271ca9ff762df1393b2b8d3e30d0a,cf4f094ed56ed421210166aee40e8686cd11382a39109d16dc2c3195b17a9dad,60caba6307a5e8f5c33d5508074b7f94a26de95d1031f1d3b17840063b15f4dc,915397aef3282db987af8c49f1373fad7bb4db717147ebf2912390cdd76d2e55,dccc994b9307cbc18877bc35add3bf2161b4e955f660611587f418c7fa9e18fe,26a36d56d0ef01e453a5faf58c5a62adaac94e5853d5ee87303c7153c9d31dba,266b2be00556b3cfaca71d6baae181ea5ffe7333d6e5c1b4cd0b3fc1c2868aa2,47824,47342,47827,47827,4
LONG_CORRIDOR,1103,2101,1,dev::LONG_CORRIDOR::g1103::m2101,dev::LONG_CORRIDOR::g1103::m2101::r01,e2a7be6cf724e9be110f209eb30f091a3002b47a87863e0451ffcb2238a176df,248ae368b540bd44d3d40ffaa55901475ecbb6147e4ad591468af5b8c4965eb8,d57f26879c6a5be0dda2f0fd679f6b0088643751105cff9da5798ea5799e4dbb,b0f71112a28e16afd44810a8b6abcd3e1f453c535311100df1f712519cdcad94,cf4f094ed56ed421210166aee40e8686cd11382a39109d16dc2c3195b17a9dad,60caba6307a5e8f5c33d5508074b7f94a26de95d1031f1d3b17840063b15f4dc,915397aef3282db987af8c49f1373fad7bb4db717147ebf2912390cdd76d2e55,dccc994b9307cbc18877bc35add3bf2161b4e955f660611587f418c7fa9e18fe,39e384531701c2df18c48c2c9cc2974dcca3eaa75af2a76724f1e15ca999e21a,266b2be00556b3cfaca71d6baae181ea5ffe7333d6e5c1b4cd0b3fc1c2868aa2,47824,47371,47827,47827,4
LONG_CORRIDOR,1103,2101,2,dev::LONG_CORRIDOR::g1103::m2101,dev::LONG_CORRIDOR::g1103::m2101::r02,e747b6e1926b0982aa4122b68c9f43a5cfbef6dbbd0d7b8cd09934cdd19bce88,4b0253d2696258c633b51192d548d66e41f52f3a014491fdfbb7b847ef5bfaad,eb52f87548cbeccef29294ea9e90b7936a4671e61202f832598973097ca48732,a18894cbb6fcf081d9c864b59e1549a3ccd852f2028cf335d3f311b1492ad909,cf4f094ed56ed421210166aee40e8686cd11382a39109d16dc2c3195b17a9dad,60caba6307a5e8f5c33d5508074b7f94a26de95d1031f1d3b17840063b15f4dc,915397aef3282db987af8c49f1373fad7bb4db717147ebf2912390cdd76d2e55,dccc994b9307cbc18877bc35add3bf2161b4e955f660611587f418c7fa9e18fe,c80366b54364a48e4319ec699aa81bc86be9b096ebe4b646d6382eb58bc9724f,266b2be00556b3cfaca71d6baae181ea5ffe7333d6e5c1b4cd0b3fc1c2868aa2,47824,47389,47827,47827,4
LONG_CORRIDOR,1103,2101,3,dev::LONG_CORRIDOR::g1103::m2101,dev::LONG_CORRIDOR::g1103::m2101::r03,3432c19ff6b4918317e270421f8797b4b982e94014f00d0662ac482d699b092f,3762e9a9429a8166487222195701c7b3a91731ff29085051178aafc5f5d02c7f,38909d2f19a24dc741d883df464e2fa6074a565eb0fb6b34f23c39ea7832a41c,a72a61b2bc1b2c4bc3d43d8abd148f05eb1a10c4bbed8a5516404cfce1d8ba74,cf4f094ed56ed421210166aee40e8686cd11382a39109d16dc2c3195b17a9dad,60caba6307a5e8f5c33d5508074b7f94a26de95d1031f1d3b17840063b15f4dc,915397aef3282db987af8c49f1373fad7bb4db717147ebf2912390cdd76d2e55,dccc994b9307cbc18877bc35add3bf2161b4e955f660611587f418c7fa9e18fe,04055596c52c64e183ded01d5f4c359c6bc67376d3690c14defd585d030f8817,266b2be00556b3cfaca71d6baae181ea5ffe7333d6e5c1b4cd0b3fc1c2868aa2,47824,47329,47827,47827,4
LONG_CORRIDOR,1103,2101,4,dev::LONG_CORRIDOR::g1103::m2101,dev::LONG_CORRIDOR::g1103::m2101::r04,2455c17c958502f4c88767929f0f77b00475ddac4fd9c2f56394d18df4f11e1b,834fdf8e8a10a572490eca7a56a5c2e25865c47b2afeaf41dd48f73d042aa640,e67b7bd19d6d3529d17a66e96adb646e6df63fcd205f28f8d699fcd959e165de,79cd14fc5c100fad7f9d7efcecda88829cb6d1e52f586d20f412c0908010d92a,cf4f094ed56ed421210166aee40e8686cd11382a39109d16dc2c3195b17a9dad,60caba6307a5e8f5c33d5508074b7f94a26de95d1031f1d3b17840063b15f4dc,915397aef3282db987af8c49f1373fad7bb4db717147ebf2912390cdd76d2e55,dccc994b9307cbc18877bc35add3bf2161b4e955f660611587f418c7fa9e18fe,1661beb1af74a4634f31746c917b1e02c2e943d9452bbc49697229b8d38c3549,266b2be00556b3cfaca71d6baae181ea5ffe7333d6e5c1b4cd0b3fc1c2868aa2,47824,47327,47827,47827,4
LONG_CORRIDOR,1103,2111,0,dev::LONG_CORRIDOR::g1103::m2111,dev::LONG_CORRIDOR::g1103::m2111::r00,881f774a7012fb3d09dbe8189a5473135dfbcc13ed09ede9a2e390f1eb5da2f0,c14b45f6c2444bb4206b955e52862a1350f06208823113d0bd1f15193edc3e05,af2f170d91e56c188ea19a973cad1ef2e4a5be1bbb604c247afe4f14104e7aae,bf00dfcc2c5f3ee464126232da0443cddd276d1edb9ed1f49ac43158649e507e,cf4f094ed56ed421210166aee40e8686cd11382a39109d16dc2c3195b17a9dad,60caba6307a5e8f5c33d5508074b7f94a26de95d1031f1d3b17840063b15f4dc,915397aef3282db987af8c49f1373fad7bb4db717147ebf2912390cdd76d2e55,dccc994b9307cbc18877bc35add3bf2161b4e955f660611587f418c7fa9e18fe,a64d528a4b9787837242740a202b3d16c54faa5eac766255d4a1e4dff9ac615e,266b2be00556b3cfaca71d6baae181ea5ffe7333d6e5c1b4cd0b3fc1c2868aa2,47824,47348,47827,47827,4
LONG_CORRIDOR,1103,2111,1,dev::LONG_CORRIDOR::g1103::m2111,dev::LONG_CORRIDOR::g1103::m2111::r01,40c9ff0226a66c32a41ab128244e9ff00c18a29750e04b0fc4f596469fc82a84,12d294f13148798ce923b8a5cb01b95884e9cf385da49ebedde9cf0abd40d225,73eef136c2446968904e3b2f6e0a5ea86c97c4961e3d4614b9323aaebfbcae3b,6f448f438677aee93bfe54493901080d4a851ea489a73cbf0a5882ef906fe7ec,cf4f094ed56ed421210166aee40e8686cd11382a39109d16dc2c3195b17a9dad,60caba6307a5e8f5c33d5508074b7f94a26de95d1031f1d3b17840063b15f4dc,915397aef3282db987af8c49f1373fad7bb4db717147ebf2912390cdd76d2e55,dccc994b9307cbc18877bc35add3bf2161b4e955f660611587f418c7fa9e18fe,0b44d095d4d60cc9295e9c1d2cd67cbd44d49d0a5de82f8c04f4b0b891bb2e93,266b2be00556b3cfaca71d6baae181ea5ffe7333d6e5c1b4cd0b3fc1c2868aa2,47824,47378,47827,47827,4
LONG_CORRIDOR,1103,2111,2,dev::LONG_CORRIDOR::g1103::m2111,dev::LONG_CORRIDOR::g1103::m2111::r02,b9c295138a4d0abcff8c7060a69e58e05bc5fdd2addd2c6d8b2dcfdb9360220c,75fc7c29629f575adf0def8aa6c51b548b7c63556fb8fe47f2018b1456306dd1,1468807d04be7c1cad9fc4766dbc93507a54749bd852d5928a7f130dfb92e320,aba395fb556be0ee868b6153ea01959100ce8ed576035420dd77e0fcbc04a87c,cf4f094ed56ed421210166aee40e8686cd11382a39109d16dc2c3195b17a9dad,60caba6307a5e8f5c33d5508074b7f94a26de95d1031f1d3b17840063b15f4dc,915397aef3282db987af8c49f1373fad7bb4db717147ebf2912390cdd76d2e55,dccc994b9307cbc18877bc35add3bf2161b4e955f660611587f418c7fa9e18fe,3c5602295df7e51446eef5a3ad893e48d3f6564dc9a2408f7b6c2d2cc17a0a21,266b2be00556b3cfaca71d6baae181ea5ffe7333d6e5c1b4cd0b3fc1c2868aa2,47824,47352,47827,47827,4
LONG_CORRIDOR,1103,2111,3,dev::LONG_CORRIDOR::g1103::m2111,dev::LONG_CORRIDOR::g1103::m2111::r03,278c60bd52dfab8fc84c13c1373c4b0ee9137291f87a1338ae3ebd1db4006703,2e03e0aa2f88262231495bf12282bab0d2ba945ddf0ada5d7ccdfc27f4c26b30,4d8e98d90d18528f87e300cea44c087f64ac51699a49f5bec8adc82b2f2c5917,ab564ae21f16ad0ff26578660d515ee62ffa6636692a56bbc35a3bd383aae335,cf4f094ed56ed421210166aee40e8686cd11382a39109d16dc2c3195b17a9dad,60caba6307a5e8f5c33d5508074b7f94a26de95d1031f1d3b17840063b15f4dc,915397aef3282db987af8c49f1373fad7bb4db717147ebf2912390cdd76d2e55,dccc994b9307cbc18877bc35add3bf2161b4e955f660611587f418c7fa9e18fe,1690642e4ecd3965b34d996630e20e698a08f15fc6a306d8d4a384486c8dd79f,266b2be00556b3cfaca71d6baae181ea5ffe7333d6e5c1b4cd0b3fc1c2868aa2,47824,47361,47827,47827,4
LONG_CORRIDOR,1103,2111,4,dev::LONG_CORRIDOR::g1103::m2111,dev::LONG_CORRIDOR::g1103::m2111::r04,7986307589ed04f8246024db5d9bd867199660966d5cfbbe4cb7dd9d6a112c1a,d2b9cca32d9dda7eb68205c19774012ab897b96fc1b5beb03fef5a25dff27908,ae751b83890207bae4d5cfd08a3768a4c25fd6a93651f9e7c33995b0ebb6b080,bc3af267281b4ca5c428a4fd104665d3f5e2c77b9fef32f60a8c5aae27a36169,cf4f094ed56ed421210166aee40e8686cd11382a39109d16dc2c3195b17a9dad,60caba6307a5e8f5c33d5508074b7f94a26de95d1031f1d3b17840063b15f4dc,915397aef3282db987af8c49f1373fad7bb4db717147ebf2912390cdd76d2e55,dccc994b9307cbc18877bc35add3bf2161b4e955f660611587f418c7fa9e18fe,6105c052e5ca93b3565536d1ce42329c7ac1e14b93de10b40b593eb9390178b3,266b2be00556b3cfaca71d6baae181ea5ffe7333d6e5c1b4cd0b3fc1c2868aa2,47824,47320,47827,47827,4
LONG_CORRIDOR,1107,2101,0,dev::LONG_CORRIDOR::g1107::m2101,dev::LONG_CORRIDOR::g1107::m2101::r00,94e8470a46560e62ba3dad5f57905828fe813ad87a5dd5da492ffb35f37d1d3a,7dd3fbceb9edd0e22830534c9cd3050b3841f223385c7baed1bd1c40d2c0b1e5,90eb3953ecef79556e827ecb135963e31a3202524da33d770dba44d96ebfb827,7a3069333c1e7e5c5660d4868fda36bea00b771580950bc6b5c99c5e412812a6,e91bdb76d568183bbad7b1b921fe3dd7a9376ea7331693f97a9d1a477baef24a,25bfaa502a2683f903b08672ccc3f8fe549b65cbf3e2aad9c0b4a09123c2160d,a07acf55aeae775fd3c6036b89b933e1367893b1f05dd305c415899d6cc19c6a,1aa61b46d55b81331e9bf284fd378d565802139ca3bd8af49c24bd285abbc668,35b19fa6b0d07e78afc3cf646e8f916506e8a2e7526ccc7d8a50e9e962dd16ac,a48b9ffb0b83bdf493f78d1e23b4f85ce5baadca48f11544ee270e404a681af5,47800,47335,47814,47814,4
