experiment_family,geometry_seed,sensor_seed,level,process_seed,process_noise_seed_resolved,process_noise_checksum
stage1c_open_control,101,22,OC,1003,9285853191377330580,e502845928b99338c7b82d0ec0c91a61956a06be09c946ffa5dffb00ce647c2a
stage1c_open_control,101,22,OC,1004,16432904385472878409,4487f09354064b27b1a3fe482c5077262d1cbb1c93687258df5020ba72d606b2
stage1c_open_control,101,22,OC,1005,7575669087044100468,e3f81f2a66b9d01c9819e4a5c5682be3561a6bb0b6f1819c428c10d8a0137f63
stage1c_open_control,101,22,OC,1006,3481385322721948164,ad2af5ca918cdda65ba5f4544f0bc6eeaac50a1f668f428b02ad65ae7563a77c
stage1c_open_control,101,22,OC,1007,14509162402543588429,7c6d7d4878ec60a49d0f9f070711d7c0b6f30149024702b51ccbbea793d61dd3
stage1c_open_control,101,22,OC,1008,13633709005753563960,fa429e809727ac4e252b934b8f4cd581bae302f785e3d42a82c2400ae429e800
stage1c_open_control,101,22,OC,1009,11840754959831913783,1316b85bc473ad15cbcd77df5519ce7932552c09b425464d712296e0a94a5ca2
stage1c_open_control,101,22,OC,1010,5563096618829512830,c5fec03fbfa73e1bfd4024865d78c6027192cb14647731883da9eeb05495f0db
stage1c_open_control,101,22,OC,1011,17403553323064778742,2b998b5cf88f70f7ca3cd1b31645cc5a5f493ef2801f968b23a03744aa2f7cc2
stage1c_open_control,101,22,OC,1012,8943817045882718791,5c76b54fe843e459fbf4e950b79e3b53f424657d10e77d5a3b9ac949f21f3a38
stage1c_open_control,101,22,OC,1013,16531578458113240962,7061a5dca1fc2c15d326f9e31f12ebd0bf05f20e49695cfb7df30d9d2ff0a08f
stage1c_open_control,101,22,OC,1014,15535417807821977403,bb00d887d9da2dcfbb7d966961428d6ab0b03e83a10f66ba3331dc6aef94b674
stage1c_open_control,101,22,OC,1015,11908751173004304899,08da79ff4912d6118f1d14ae171de6f9fd0346499cb7b09e63aa3c10000c0dd4
stage1c_open_control,101,22,OC,1016,16325898997434701589,b98ba29f42a214c1c95e59a28f99bfa02266bbde5a756ab29f18153cdff74ed1
stage1c_open_control,101,22,OC,1017,16746967276207259000,185740dc10826dd0cfa1bd07d151fbd4331c622072062b2e1dcccf4d82bd902f
stage1c_open_control,101,22,OC,1018,15508595927923494343,5cd77ff7c37aa5bfd06c6877e0354e257ff9d1ca907408df7c5375b4f9bcdb37
stage1c_open_control,101,22,OC,1019,3898617976243210674,a99929a1ef3ff138e79b0894fd1d3c61b896bf3fe35930fff9819de3c994c0b0
stage1c_open_control,101,22,OC,1020,6016575105088572492,a72ea9372383f9d6881259e025b04f6868eabb36756c2ce84bd4910065745df7
stage1c_open_control,101,22,OC,1021,18141171142862664398,cc08608f7787387032c084de796a0d947ac761cb12efcb766390c4c5098864f1
stage1c_open_control,101,22,OC,1022,15507771325481931096,2db442f4c5e84b27a23368ea68416bbe8082392f9a8fa2e7ec26559201363b87
stage1c_open_control,101,22,OC,1023,3047440149988592772,39b39fc955529b48f82f0b9dc69a39cf323af14b1d6c52c5aa59599146523d42
stage1c_open_control,101,22,OC,1024,8567539244633127643,dda3dcfed722e08e3eeb710d6984c3e4b432038b9de380e9b0c3f35f35dbdaf0
stage1c_open_control,101,22,OC,1025,6463174163373777747,6d2b84b44c75403a392427439290e1a28a96218aaae4c14e542ae7d9c6b890eb
stage1c_open_control,101,22,OC,1026,7478802209500283418,ab409695998610c8874e2382e774b8d613ef16ca902dda9bc5ffc1d4ba8c87f4
stage1c_open_control,101,22,OC,1027,4088455979043817532,397937c72712908a7255a6d9f84307e35e2e197f10474e31a6a306c7a1d808c8
stage1c_open_control,101,22,OC,1028,11305999526079219279,68576e3b3dbf402a68ebbbd2ca513295281dd4b38bb18168d195b311778b9630
stage1c_open_control,101,22,OC,1029,1700520508908973617,5ff2b3f697c3620d26005c097e371a07bbb4d2d71aa71f89a077ef12e7f4a5f8
stage1c_open_control,101,22,OC,1030,12879136597453511424,5a2d471c7643315be79687bd187a4684fc65c80a1075c3eef1ab65a4d285f5b5
stage1c_geometry,101,11,L1,1001,5298716704492741094,9bf042032fb0db5f9f19a535a3a50e6f28ccd086bc122f3d2299ca127140a633
stage1c_geometry,101,11,L1,1002,13119284158483706132,afea8ed5e2aee71dbda34712d3a477ee26854716481d1ef4bef9c795b66f0c73
stage1c_geometry,101,11,L1,1003,1459477216484999267,6182a21719ea9ea60d3c1f9ad31497242822f616dc4268e2292ed1650d32b57b
stage1c_geometry,101,11,L1,1004,10109263610455022178,54ea82bc8ef0bf9d13aa2a5b8d5ba6a312f0e45d8162dc0ff0fe8f2aa48b11eb
stage1c_geometry,101,11,L1,1005,13975636227321750546,f6e9bc511bd2b253968e5e64b2366f76121e24a735b5c2772d9b0a07de085d03
stage1c_geometry,101,11,L1,1006,12656809287045921059,90a8ffc354d4159c36a39e7d36a330524b6713f1a994d930c4789f93975e6865
stage1c_geometry,101,11,L1,1007,14059961287840524051,d465dd662695e379131a61ac6bad938a852a5ab50eeb512142d8aecbfb7409c2
stage1c_geometry,101,11,L1,1008,11812151302823774038,1fb2bf5479c1d56d946569ee77040b1082b5ee531af3d2098bb93d6405b299c7
stage1c_geometry,101,11,L1,1009,13901258944890665098,331a57e1b85488ef56608ded5e431a694c201808019fe80470cae0c75c6d49d8
stage1c_geometry,101,11,L1,1010,8166990151033949422,0f6ee4a38f6b4208525a903e183d044b8a942a14f293e7dea0cd5bec8687e73c
stage1c_geometry,101,11,L1,1011,4872281539123911252,1e12e31e95a740c4693b25ae37d5a259703ba29425c5487d888e9c4051464128
stage1c_geometry,101,11,L1,1012,15430213782745883706,1051ed2fda2bd35703d6537bcd1ca6a8a3a6c52d98ad6c622b016bd8f8592e45
stage1c_geometry,101,11,L1,1013,16304146588324906160,3ab2a10da6a152311fd434eddbe365a2d600c470b66405fd4098131c5998c057
stage1c_geometry,101,11,L1,1014,2975018038998013638,0694bfd8dd1dda241616887172afa51f08e3e36b45d5f596cb5241dec199f602
stage1c_geometry,101,11,L1,1015,14912964944713967950,65c674369ac1c7b821a4f0fee097df83591afb1d5c8dc63c618eed5fa9a6c34a
stage1c_geometry,101,11,L1,1016,7346765437274124162,daf39d86ce6c0ed4d33d072bd0284d7fe7510d516495ceda53320b9a4e1fbd02
stage1c_geometry,101,11,L1,1017,15848750789248442423,47fa4183b850319428a98eebfff8d849bae478ff97ef51bd81aeb8d77f19661c
stage1c_geometry,101,11,L1,1018,6506561343921100778,2e4943477170f32e9da8442c7647a1fac388a654bf8187d90b197af633f39e9e
stage1c_geometry,101,11,L1,1019,3674701938333038774,78f0dade0df2687cbc4029a6df8ba855e85006ba7e28b1435392a8e11e7cbe8b
stage1c_geometry,101,11,L1,1020,13241028846893970192,279b1a01c8a15a5c3407da0e2453e0437a2dfbde4fbfb1ff0091d24cfd9cb4d2
stage1c_geometry,101,11,L1,1021,3438702977640071059,198ff77233b7fd8b0847e06f24763ee1277822a8c176089ae0e4df63308b44bf
stage1c_geometry,101,11,L1,1022,9234911796927323906,bd4aaab4e93bdeddc43745dc3466a4b5432918236eaf9bfcf893e0483a7d28eb
stage1c_geometry,101,11,L1,1023,3888830074865870551,995f3da6d24baef0d5e80acfcce6aa7ccf5d209ed453ecba96de540b7d36281d
stage1c_geometry,101,11,L1,1024,13975092485298121176,e2435821b32b6197e4b4b25ff7f626139bee5bb7da879259dd68e66e121dcf3f
stage1c_geometry,101,11,L1,1025,3064058609086307990,ba78fe386752594ce6aecb6f7203cc5b37fe7388a8beec982a37a604fc39e062
stage1c_geometry,101,11,L1,1026,12167501332177659264,c2c287968b347d19814d1630f56e11468a004afdc4c4c2b8f8ae4d87784f68ed
stage1c_geometry,101,11,L1,1027,17584233755531672865,e7afc8dd0305021959d51a89f97a520792e708ea36a50a9e228f2fc6e53802f5
stage1c_geometry,101,11,L1,1028,6587224693383691435,b82bc5909e09dca9f9c2ee5929e169400646f5c52319015bf242d1903a6d40b6
stage1c_geometry,101,11,L1,1029,6532708206866535870,0158bdb8fd1af095700b9cf6ac98c68d0880acaa2b0d7bbc982bace43eb56439
stage1c_geometry,101,11,L1,1030,5869544775079315571,e3be2651dd17626d13929a465f1831e9f87a4964ff61f67e97ac19c34c78df79
stage1c_geometry,101,22,L1,1001,9496133652742936739,614a73ae59603cb19ddcc31ce861384e5c92992ee259b8a3de5ae232e9e54eca
stage1c_geometry,101,22,L1,1002,18263472840983827542,2edcb50d4f781eac0cbcf350c1c3676dc5753c196c3390babf33fbe534a188a5
stage1c_geometry,101,22,L1,1003,504116199590557139,f91691dd26d3f368ee3e8e9fe13cfefb381b063e4e12a60bd823932a865ee1ed
stage1c_geometry,101,22,L1,1004,5576006029063525276,fbb7791ff65617dab7cf56de43d76bf80b89c05ac325e6da9b952fe33d4997ba
stage1c_geometry,101,22,L1,1005,9874921965942074011,abbce741189a666647b936486ee0a66b968419afc990e8e8ecb5f7df07c26d45
stage1c_geometry,101,22,L1,1006,3777953515255085660,1681b388b89128a518539b05152e127562b08510cc2425acf1326cae815192fd
stage1c_geometry,101,22,L1,1007,684360373795357511,8891b554d0d0840e67aeffb3de60c9af034171b733ad0d86d358c5db18ca4bce
stage1c_geometry,101,22,L1,1008,17161272005110856799,d4a143c68b9eba7544d829e689ab12aafbc45f3499df3abcd9b1dc9d7ee4e43a
stage1c_geometry,101,22,L1,1009,16531611097670833689,4a33b7beedd3263c4b4a1b91d048f4e7faed0fdd466909e5de9031f7a05ed4b5
stage1c_geometry,101,22,L1,1010,10129552996510712214,7dbe75651535377e0ea793c3d2a699cb22b91ca477928b6d7c828722c962e81e
stage1c_geometry,101,22,L1,1011,2503743678543134456,6c981473e3682cded3fff7517292d8b124a1592c5c6fdc49f40c3a0b6e631846
stage1c_geometry,101,22,L1,1012,6772104312012492255,b33c9877f59ca9067c8663d05ee2fd189e6e19096cf29199bf1f6a3fa641dc67
stage1c_geometry,101,22,L1,1013,17349134929502363130,33818556548af8402bef5dea7139488a655369f796272f42f7ba3f1c52301f5e
stage1c_geometry,101,22,L1,1014,3996317174636764926,060c2c90260f2a2621aeec9c6917dd8c1b7384482415a46bf476d6e2d99773b8
stage1c_geometry,101,22,L1,1015,2537719729302829248,c2126b3e5968c89e925cd16c66a22cd24b063245a44b0e48018c640e598ffd9f
stage1c_geometry,101,22,L1,1016,8173720405448423497,a3c5a05a479283b6c5ffe74b5421edb816ca01abe58baefd530a79a55c66bbe3
stage1c_geometry,101,22,L1,1017,9282156257902052128,70610e04d728be144cdb6d79bf0c67771a7d92c590341981bf25c810a8d76d8d
stage1c_geometry,101,22,L1,1018,4094380165054195240,1ef6d2eb2f0298ee79a2d2ab5131ffac8bba812a69efaf14904c9607587e4990
stage1c_geometry,101,22,L1,1019,232334797343766784,b69c4536e8e4892960f4bec035e8f3e6370b33d92e722114313486128f054969
stage1c_geometry,101,22,L1,1020,2603859272869760810,944b8b10d564e14b924e4e67f46835e9acb70aa11c3ef58a054bdc2f917144d1
stage1c_geometry,101,22,L1,1021,17292652009690372050,36e40c6b7a12a81718fc9cdcf97ac0dce91c7229a358c1ce0670a35446416865
stage1c_geometry,101,22,L1,1022,10931720389916925404,b15f3829ed01535df8e154a7f08e591b940c68bb1ebb9cbca9ede33f11608218
stage1c_geometry,101,22,L1,1023,11014574666385492136,8ff75a295b520722cebf263ace7677577af73821fdf0cf7e4fd4ee5e17e548ba
stage1c_geometry,101,22,L1,1024,15936810653981778999,7587016068268d7d112d7378faa61c391c8eb7f72c28b47cb1a58261326251ef
stage1c_geometry,101,22,L1,1025,4619185348121154836,2523287ada735f28d9e0b4ca36c685aa8df632494e8f5eb31a1c834b9441d9f7
stage1c_geometry,101,22,L1,1026,1224953305104437231,1d6ff294da1ff3483c9df1ef47817d1db49ca50e4d82f04c7d9b02254d25c1da
stage1c_geometry,101,22,L1,1027,13879200011676902137,623d541ba1d29e1caf9f203cd46135107f467fe2555ccd8f1e213f6e5691e3ee
stage1c_geometry,101,22,L1,1028,775959765138108759,3969dc214f1e96b039255a09f9c296ad32a525d281d8cc26bc4335a111b0ce0b
stage1c_geometry,101,22,L1,1029,9732780909832306692,fa6604389da1345c7f0c50235543a1efbfa0c97a9d7789a24fd1017dec392757
stage1c_geometry,101,22,L1,1030,13874953231298244516,d7b43855e8d01e7f790f855eda7dbb8317d05fd88581a87db393622d89ee8ad1
stage1c_geometry,101,11,L2,1001,5298716704492741094,9bf042032fb0db5f9f19a535a3a50e6f28ccd086bc122f3d2299ca127140a633
stage1c_geometry,101,11,L2,1002,13119284158483706132,afea8ed5e2aee71dbda34712d3a477ee26854716481d1ef4bef9c795b66f0c73
stage1c_geometry,101,11,L2,1003,1459477216484999267,6182a21719ea9ea60d3c1f9ad31497242822f616dc4268e2292ed1650d32b57b
stage1c_geometry,101,11,L2,1004,10109263610455022178,54ea82bc8ef0bf9d13aa2a5b8d5ba6a312f0e45d8162dc0ff0fe8f2aa48b11eb
stage1c_geometry,101,11,L2,1005,13975636227321750546,f6e9bc511bd2b253968e5e64b2366f76121e24a735b5c2772d9b0a07de085d03
stage1c_geometry,101,11,L2,1006,12656809287045921059,90a8ffc354d4159c36a39e7d36a330524b6713f1a994d930c4789f93975e6865
stage1c_geometry,101,11,L2,1007,14059961287840524051,d465dd662695e379131a61ac6bad938a852a5ab50eeb512142d8aecbfb7409c2
stage1c_geometry,101,11,L2,1008,11812151302823774038,1fb2bf5479c1d56d946569ee77040b1082b5ee531af3d2098bb93d6405b299c7
stage1c_geometry,101,11,L2,1009,13901258944890665098,331a57e1b85488ef56608ded5e431a694c201808019fe80470cae0c75c6d49d8
stage1c_geometry,101,11,L2,1010,8166990151033949422,0f6ee4a38f6b4208525a903e183d044b8a942a14f293e7dea0cd5bec8687e73c
stage1c_geometry,101,11,L2,1011,4872281539123911252,1e12e31e95a740c4693b25ae37d5a259703ba29425c5487d888e9c4051464128
stage1c_geometry,101,11,L2,1012,15430213782745883706,1051ed2fda2bd35703d6537bcd1ca6a8a3a6c52d98ad6c622b016bd8f8592e45
stage1c_geometry,101,11,L2,1013,16304146588324906160,3ab2a10da6a152311fd434eddbe365a2d600c470b66405fd4098131c5998c057
stage1c_geometry,101,11,L2,1014,2975018038998013638,0694bfd8dd1dda241616887172afa51f08e3e36b45d5f596cb5241dec199f602
stage1c_geometry,101,11,L2,1015,14912964944713967950,65c674369ac1c7b821a4f0fee097df83591afb1d5c8dc63c618eed5fa9a6c34a
stage1c_geometry,101,11,L2,1016,7346765437274124162,daf39d86ce6c0ed4d33d072bd0284d7fe7510d516495ceda53320b9a4e1fbd02
stage1c_geometry,101,11,L2,1017,15848750789248442423,47fa4183b850319428a98eebfff8d849bae478ff97ef51bd81aeb8d77f19661c
stage1c_geometry,101,11,L2,1018,6506561343921100778,2e4943477170f32e9da8442c7647a1fac388a654bf8187d90b197af633f39e9e
stage1c_geometry,101,11,L2,1019,3674701938333038774,78f0dade0df2687cbc4029a6df8ba855e85006ba7e28b1435392a8e11e7cbe8b
stage1c_geometry,101,11,L2,1020,13241028846893970192,279b1a01c8a15a5c3407da0e2453e0437a2dfbde4fbfb1ff0091d24cfd9cb4d2
stage1c_geometry,101,11,L2,1021,3438702977640071059,198ff77233b7fd8b0847e06f24763ee1277822a8c176089ae0e4df63308b44bf
stage1c_geometry,101,11,L2,1022,9234911796927323906,bd4aaab4e93bdeddc43745dc3466a4b5432918236eaf9bfcf893e0483a7d28eb
stage1c_geometry,101,11,L2,1023,3888830074865870551,995f3da6d24baef0d5e80acfcce6aa7ccf5d209ed453ecba96de540b7d36281d
stage1c_geometry,101,11,L2,1024,13975092485298121176,e2435821b32b6197e4b4b25ff7f626139bee5bb7da879259dd68e66e121dcf3f
stage1c_geometry,101,11,L2,1025,3064058609086307990,ba78fe386752594ce6aecb6f7203cc5b37fe7388a8beec982a37a604fc39e062
stage1c_geometry,101,11,L2,1026,12167501332177659264,c2c287968b347d19814d1630f56e11468a004afdc4c4c2b8f8ae4d87784f68ed
stage1c_geometry,101,11,L2,1027,17584233755531672865,e7afc8dd0305021959d51a89f97a520792e708ea36a50a9e228f2fc6e53802f5
stage1c_geometry,101,11,L2,1028,6587224693383691435,b82bc5909e09dca9f9c2ee5929e169400646f5c52319015bf242d1903a6d40b6
stage1c_geometry,101,11,L2,1029,6532708206866535870,0158bdb8fd1af095700b9cf6ac98c68d0880acaa2b0d7bbc982bace43eb56439
stage1c_geometry,101,11,L2,1030,5869544775079315571,e3be2651dd17626d13929a465f1831e9f87a4964ff61f67e97ac19c34c78df79
stage1c_geometry,101,22,L2,1001,9496133652742936739,614a73ae59603cb19ddcc31ce861384e5c92992ee259b8a3de5ae232e9e54eca
stage1c_geometry,101,22,L2,1002,18263472840983827542,2edcb50d4f781eac0cbcf350c1c3676dc5753c196c3390babf33fbe534a188a5
stage1c_geometry,101,22,L2,1003,504116199590557139,f91691dd26d3f368ee3e8e9fe13cfefb381b063e4e12a60bd823932a865ee1ed
stage1c_geometry,101,22,L2,1004,5576006029063525276,fbb7791ff65617dab7cf56de43d76bf80b89c05ac325e6da9b952fe33d4997ba
stage1c_geometry,101,22,L2,1005,9874921965942074011,abbce741189a666647b936486ee0a66b968419afc990e8e8ecb5f7df07c26d45
stage1c_geometry,101,22,L2,1006,3777953515255085660,1681b388b89128a518539b05152e127562b08510cc2425acf1326cae815192fd
stage1c_geometry,101,22,L2,1007,684360373795357511,8891b554d0d0840e67aeffb3de60c9af034171b733ad0d86d358c5db18ca4bce
stage1c_geometry,101,22,L2,1008,17161272005110856799,d4a143c68b9eba7544d829e689ab12aafbc45f3499df3abcd9b1dc9d7ee4e43a
stage1c_geometry,101,22,L2,1009,16531611097670833689,4a33b7beedd3263c4b4a1b91d048f4e7faed0fdd466909e5de9031f7a05ed4b5
stage1c_geometry,101,22,L2,1010,10129552996510712214,7dbe75651535377e0ea793c3d2a699cb22b91ca477928b6d7c828722c962e81e
stage1c_geometry,101,22,L2,1011,2503743678543134456,6c981473e3682cded3fff7517292d8b124a1592c5c6fdc49f40c3a0b6e631846
stage1c_geometry,101,22,L2,1012,6772104312012492255,b33c9877f59ca9067c8663d05ee2fd189e6e19096cf29199bf1f6a3fa641dc67
stage1c_geometry,101,22,L2,1013,17349134929502363130,33818556548af8402bef5dea7139488a655369f796272f42f7ba3f1c52301f5e
stage1c_geometry,101,22,L2,1014,3996317174636764926,060c2c90260f2a2621aeec9c6917dd8c1b7384482415a46bf476d6e2d99773b8
stage1c_geometry,101,22,L2,1015,2537719729302829248,c2126b3e5968c89e925cd16c66a22cd24b063245a44b0e48018c640e598ffd9f
stage1c_geometry,101,22,L2,1016,8173720405448423497,a3c5a05a479283b6c5ffe74b5421edb816ca01abe58baefd530a79a55c66bbe3
stage1c_geometry,101,22,L2,1017,9282156257902052128,70610e04d728be144cdb6d79bf0c67771a7d92c590341981bf25c810a8d76d8d
stage1c_geometry,101,22,L2,1018,4094380165054195240,1ef6d2eb2f0298ee79a2d2ab5131ffac8bba812a69efaf14904c9607587e4990
stage1c_geometry,101,22,L2,1019,232334797343766784,b69c4536e8e4892960f4bec035e8f3e6370b33d92e722114313486128f054969
stage1c_geometry,101,22,L2,1020,2603859272869760810,944b8b10d564e14b924e4e67f46835e9acb70aa11c3ef58a054bdc2f917144d1
stage1c_geometry,101,22,L2,1021,17292652009690372050,36e40c6b7a12a81718fc9cdcf97ac0dce91c7229a358c1ce0670a35446416865
stage1c_geometry,101,22,L2,1022,10931720389916925404,b15f3829ed01535df8e154a7f08e591b940c68bb1ebb9cbca9ede33f11608218
stage1c_geometry,101,22,L2,1023,11014574666385492136,8ff75a295b520722cebf263ace7677577af73821fdf0cf7e4fd4ee5e17e548ba
stage1c_geometry,101,22,L2,1024,15936810653981778999,7587016068268d7d112d7378faa61c391c8eb7f72c28b47cb1a58261326251ef
stage1c_geometry,101,22,L2,1025,4619185348121154836,2523287ada735f28d9e0b4ca36c685aa8df632494e8f5eb31a1c834b9441d9f7
stage1c_geometry,101,22,L2,1026,1224953305104437231,1d6ff294da1ff3483c9df1ef47817d1db49ca50e4d82f04c7d9b02254d25c1da
stage1c_geometry,101,22,L2,1027,13879200011676902137,623d541ba1d29e1caf9f203cd46135107f467fe2555ccd8f1e213f6e5691e3ee
stage1c_geometry,101,22,L2,1028,775959765138108759,3969dc214f1e96b039255a09f9c296ad32a525d281d8cc26bc4335a111b0ce0b
stage1c_geometry,101,22,L2,1029,9732780909832306692,fa6604389da1345c7f0c50235543a1efbfa0c97a9d7789a24fd1017dec392757
stage1c_geometry,101,22,L2,1030,13874953231298244516,d7b43855e8d01e7f790f855eda7dbb8317d05fd88581a87db393622d89ee8ad1
stage1c_geometry,101,11,L3,1001,5298716704492741094,9bf042032fb0db5f9f19a535a3a50e6f28ccd086bc122f3d2299ca127140a633
stage1c_geometry,101,11,L3,1002,13119284158483706132,afea8ed5e2aee71dbda34712d3a477ee26854716481d1ef4bef9c795b66f0c73
stage1c_geometry,101,11,L3,1003,1459477216484999267,6182a21719ea9ea60d3c1f9ad31497242822f616dc4268e2292ed1650d32b57b
stage1c_geometry,101,11,L3,1004,10109263610455022178,54ea82bc8ef0bf9d13aa2a5b8d5ba6a312f0e45d8162dc0ff0fe8f2aa48b11eb
stage1c_geometry,101,11,L3,1005,13975636227321750546,f6e9bc511bd2b253968e5e64b2366f76121e24a735b5c2772d9b0a07de085d03
stage1c_geometry,101,11,L3,1006,12656809287045921059,90a8ffc354d4159c36a39e7d36a330524b6713f1a994d930c4789f93975e6865
stage1c_geometry,101,11,L3,1007,14059961287840524051,d465dd662695e379131a61ac6bad938a852a5ab50eeb512142d8aecbfb7409c2
stage1c_geometry,101,11,L3,1008,11812151302823774038,1fb2bf5479c1d56d946569ee77040b1082b5ee531af3d2098bb93d6405b299c7
stage1c_geometry,101,11,L3,1009,13901258944890665098,331a57e1b85488ef56608ded5e431a694c201808019fe80470cae0c75c6d49d8
stage1c_geometry,101,11,L3,1010,8166990151033949422,0f6ee4a38f6b4208525a903e183d044b8a942a14f293e7dea0cd5bec8687e73c
stage1c_geometry,101,11,L3,1011,4872281539123911252,1e12e31e95a740c4693b25ae37d5a259703ba29425c5487d888e9c4051464128
stage1c_geometry,101,11,L3,1012,15430213782745883706,1051ed2fda2bd35703d6537bcd1ca6a8a3a6c52d98ad6c622b016bd8f8592e45
stage1c_geometry,101,11,L3,1013,16304146588324906160,3ab2a10da6a152311fd434eddbe365a2d600c470b66405fd4098131c5998c057
stage1c_geometry,101,11,L3,1014,2975018038998013638,0694bfd8dd1dda241616887172afa51f08e3e36b45d5f596cb5241dec199f602
stage1c_geometry,101,11,L3,1015,14912964944713967950,65c674369ac1c7b821a4f0fee097df83591afb1d5c8dc63c618eed5fa9a6c34a
stage1c_geometry,101,11,L3,1016,7346765437274124162,daf39d86ce6c0ed4d33d072bd0284d7fe7510d516495ceda53320b9a4e1fbd02
stage1c_geometry,101,11,L3,1017,15848750789248442423,47fa4183b850319428a98eebfff8d849bae478ff97ef51bd81aeb8d77f19661c
stage1c_geometry,101,11,L3,1018,6506561343921100778,2e4943477170f32e9da8442c7647a1fac388a654bf8187d90b197af633f39e9e
