x,y,z
-15.845007549,-1.340955861,-3.875268968
-5.879055475,2.574124782,-3.028075105
7.724980376,2.946869983,-3.514416331
-2.890430089,1.477167191,-1.114447363
7.876622458,-6.008581155,-3.697012792
-12.469739691,3.088919675,1.304762267
11.012716579,1.996701136,3.122701618
4.109018538,6.901882996,-3.847531147
11.428551771,-5.856537521,-2.138306522
15.042311882,-7.244138150,-1.356841118
-14.852106728,1.834835840,-0.206489471
-4.058060333,0.363009777,-0.680117566
14.435162557,-5.806070253,3.147882881
5.422881829,3.385737665,-0.690444790
-9.839630547,-4.966208602,-1.042072754
4.459635164,-8.634534104,-2.843525587
0.876331705,7.982235902,3.359673041
-3.938514741,-3.793929197,1.993040214
16.686578627,3.262046769,-3.642615338
5.927103841,3.376072187,-0.259362560
8.522265647,-3.081792532,-0.039918181
11.533340798,2.391222675,1.064606256
-15.627206591,7.211466475,3.588481447
11.130571791,-2.695124129,3.873941532
7.326742605,-4.415492603,-0.147327766
0.118242071,1.086310152,-0.892596621
-3.713674025,-6.315881980,-3.127490633
-6.092210033,-3.001031722,-3.154514302
14.669651061,-5.665390296,-2.129387487
1.417546473,0.197086668,-3.916913229
2.641901557,-3.137480810,0.289950185
13.076159462,8.278809869,0.906987940
3.941504473,5.349866977,-2.058288663
-8.779765648,-4.778961662,3.415223794
-15.874417101,-4.268167766,-2.819148123
-7.436048350,-6.500938451,-2.499993037
11.283610423,4.426770767,-0.803434147
3.664588022,-1.911282592,-2.057709006
12.137379072,-5.609393721,3.736190651
-8.120949888,-4.201802796,0.370684932
-5.975186113,-1.548893019,2.151859524
-4.999185068,-6.188227878,0.149221142
-13.930362350,-6.037391503,-0.814762412
15.815179934,5.411654974,1.864531287
11.999584658,2.775872377,0.507613307
9.418885579,-4.435754902,3.536601494
11.278950528,0.080289609,2.424872215
1.498809893,-5.715895185,-1.013124008
-8.568287932,-7.636260224,-1.999888231
-3.855344878,1.097367136,1.428411462
7.142624690,-2.876332455,3.555288615
9.642851381,8.511897055,1.039489705
-6.911233877,7.791441557,-0.709520671
15.355445445,0.189578296,-1.853448034
-6.766301552,-4.836442078,2.647444689
-7.932228840,-3.251729013,2.811713927
1.210062333,8.886734426,-2.519861493
-16.331261846,7.013042844,-3.498423035
4.921252343,-7.377468463,-3.770017156
-10.556237466,-4.417490061,-3.937394091
-15.787801277,2.034961126,1.896834790
-1.000659169,-4.314262409,-1.817878270
-1.791281610,6.156771192,1.887635980
-9.504547836,4.364522651,1.892458010
11.329317477,1.013112329,3.535536429
-1.301688118,-4.687455421,1.010291399
-11.761543279,2.889209610,-0.911282382
-14.205635508,-6.255220193,2.055009730
12.168600841,-0.492502741,2.852851574
-7.747236323,-1.581944864,-2.571729698
9.596537541,-2.374579492,-1.469397648
9.159951799,2.217842659,-0.713453723
-15.615289269,-4.262812702,-3.978153305
0.789389947,7.834165605,-1.099450342
-3.690197876,5.195508152,1.460905663
3.878234551,0.799206860,3.776024698
-12.163654807,2.132040292,-0.007295872
5.198165070,5.360688171,-0.020858951
-10.143702057,3.228304358,-2.913690834
14.159619752,8.122496737,3.428345255
-14.395534549,-5.196873975,-0.359637244
16.383261098,0.986316192,-0.448431864
-0.890603916,-2.266418824,-2.213980012
7.611231288,3.096573160,-0.926779274
13.010163302,1.405927051,-1.622552242
-10.914822275,-8.354981288,-0.931698993
5.216605290,7.783112958,1.547433047
9.943895948,-1.506717890,-0.968735951
-3.802975376,-5.428492575,0.096311479
5.602977825,-2.568830281,1.038748611
8.883599377,-7.458900630,-2.332031815
-14.235549008,-0.526023246,2.925267580
4.187224452,8.248285821,0.505632242
-5.707716229,7.514957610,-2.591557645
-10.648422250,3.204573493,-0.509121478
-2.107465931,0.610686842,0.153159759
2.696644737,0.189453358,0.817668152
-12.624472509,5.367139066,1.541041502
-1.443646714,4.942090386,-1.798013396
-9.382891205,-2.427462350,-1.667464045
-14.012739850,-6.992778406,-0.492363328
0.793221419,7.317670745,0.078768855
-1.686942274,-2.270184124,1.966342953
-9.408354690,4.023049580,3.836222201
16.929799744,4.789934117,-0.364110777
-3.288956472,-3.973781901,-0.571810334
8.332713369,-7.396020183,-1.977182478
14.562493790,-2.651590432,-0.343692041
8.668196502,-1.910665459,-3.391002026
4.627404669,6.765965394,3.835469243
6.175550004,-4.164504431,-1.121759940
11.366567464,-7.391664661,-1.235484313
-2.894156337,-4.040609006,-1.133536868
3.187235450,-6.849732201,2.000331513
-11.803081404,3.660957078,0.407175780
