relative_path,size_bytes,sha256,semantic_role
results/full_synthetic_development_v1/raw_results/018553b7e3519a09dba315ad416ec49dcd801f888ca727ff4835f4faed09e6c9.json,2059,bc3919e98477e9fc3c0a08506436df2b63a6dbbb629d8aecf2460c656b766969,raw_trial_result
results/full_synthetic_development_v1/raw_results/01d8f9aba476d260aff4c35e24782d58d3ffefd36a1db847e14db9aebcf45ecb.json,2677,a5603558a238db92d8941acf2482ee611e6bc5e66f49169ab3d08f32e9d23175,raw_trial_result
results/full_synthetic_development_v1/raw_results/01f06b51a376ace1fe292d395acee7c471e4bf370f8d2f3d3258472425e2133f.json,2691,cb5bb4e3754ab426dd445d5a717b1d8f3630c73d87128ae6587052440eb80f0a,raw_trial_result
results/full_synthetic_development_v1/raw_results/01f0cb615fb1b4b103152d7a13a16848f9d30d93e5c9b5384e64d9684875eb9c.json,2053,78f05e1ca2112992e62792e7499248aa60da7dc138f3e53405c5cca410186efc,raw_trial_result
results/full_synthetic_development_v1/raw_results/020ee24de3a5f2c74f9fc405b14e92634b387f00bbaf5613e8d9d6c065c2fcc7.json,2057,d8ebaa769f9ce6e09cc76715691cadcb5954ede7eafb0ca809b84e4eaf9ba656,raw_trial_result
results/full_synthetic_development_v1/raw_results/020ff777854f1aa73fa8ce876f98a07d64ce25478db47aad40c5f53bfd18f7d2.json,2034,911337c6cb1f184c2d59bf69756c88d14ce2307fe0bcf58b1bbcb77617afe835,raw_trial_result
results/full_synthetic_development_v1/raw_results/0222a38d3064e6cc8263f23bfd3d72f607c7c7bc0a57dde55b36d9ef851dca52.json,2623,b2e101648d3c2efc4ecd274146e2f8adf9dfb29fee466c70c1e2cd40d6b5e55b,raw_trial_result
results/full_synthetic_development_v1/raw_results/024234b67059e8ecbec54e718b54bbdb4875ab37115eb34ad422043f6b00f604.json,2654,68a5cf744bf369252c295cfeb463b6278dc4764eab78fc496f21db44f2b31cd2,raw_trial_result
results/full_synthetic_development_v1/raw_results/026016d47c9186a54d3a2ed6ddf3b436d9b04172ff19b86644bae54beffaad32.json,2638,c248573794fbc7822b68e37f2f276d7ea44502f4883bf3d37ead250e672aea89,raw_trial_result
results/full_synthetic_development_v1/raw_results/02bc9fd9f7dd498a5794e8adbfaeadb1e88f12da9cf248f90cde444dc4f6dff1.json,2658,50404f3f2ec2f9f5c6f9ba07ba4c027e9d49e49775bbcad5323f82bba913ecd4,raw_trial_result
results/full_synthetic_development_v1/raw_results/0339febad3a3a61d0e237af242d214b09f3fff619c77168772692b05b0888da4.json,2674,2af27ece9e8d835f84a8a0d32eb5d2199c2eb8d8046f9ed862407833d70c0565,raw_trial_result
results/full_synthetic_development_v1/raw_results/033f0468e30f2db1583402c031d37e825ddcd84f033c32b4ce24f6530491131f.json,2664,19d32dfac6874cda5b934153d4cb38ccef083b74bf91b8f354c4c360c700b4de,raw_trial_result
results/full_synthetic_development_v1/raw_results/034d7a5a0812bb70e6988b8150de395bba5b72dcaddc1ca257e4f0e0ef97da04.json,2702,bbd0c8a87d285fc81cce6d110829bc83792d0b6f61aa19f76c743ff28662a5cb,raw_trial_result
results/full_synthetic_development_v1/raw_results/034e6c2a3651c5320f6b18f22e1685076bc31903eea242f2f974a9bbf0a798b9.json,2661,44667acf356325d05cd957c006a82c8e516c02cfa2c2eecc1629eb8cc8a07da0,raw_trial_result
results/full_synthetic_development_v1/raw_results/03545fcdcea170ed0cf17a2067579878c6d09c9e3b376b0218ec2d7d4bb9d6d8.json,2622,e69873691a1732eb11fbe98144e92d765b59b219d78d97b2dc739ed9f4d97577,raw_trial_result
results/full_synthetic_development_v1/raw_results/039421b13d909b6147d0da6853c349bf9b8057b2d5106df83b4012980f813330.json,2050,4a3ad14ba9ace5e7f8f177486da9e275c5272641a5da8ff2f848ab345ffebdcf,raw_trial_result
results/full_synthetic_development_v1/raw_results/0395b1749dcf539d799ab50f3c8355d918807a58712f2254d37fcbb28b10e3e9.json,1973,78ef7976a2c728db3fa67afd9a93fecd6dfc5eedaabae303eb90b9585cced2e7,raw_trial_result
results/full_synthetic_development_v1/raw_results/03b1389d3b830a43d7a9ccda2d16b32ff011aa92fddbc99dbbad104217391a97.json,2050,59c04d117f9f908c8bd0758566e3c6a1c2b654a0cb0daa09f51ea23f9cf01792,raw_trial_result
results/full_synthetic_development_v1/raw_results/03b4906435251f5ad1eb21a49c63bd6b55120a5716789e6a3274b616189e1b0f.json,2065,6fb73236c1d83fbed53378d2ffe65d1602e5c2a4f10b0c05caab0bd7eaa26119,raw_trial_result
results/full_synthetic_development_v1/raw_results/03ce5d092729069464f8bc4ead16c054e432b5a3240225dfc0ee07242a77f4c4.json,2634,19a55f1da4581e66c64358f27b6d143926d511967339f9c8dd45f9b30bc9a294,raw_trial_result
results/full_synthetic_development_v1/raw_results/03e9428bf47e148fa99ba55d640918e4f514f087ac3f9fab30e31d6f62a51583.json,2663,7319860abd8cde4408306bc7bef452fa70a9dcf7228d2b88d5b810334dbe9d7d,raw_trial_result
results/full_synthetic_development_v1/raw_results/0434cf615d3824942372a4bd25d64fb1b574fbd88947db9cc50d90664cdb3586.json,2647,ce965722f06d9c8c2941f3fba5ee8511578089c79e2e27eccef517c9c2698936,raw_trial_result
results/full_synthetic_development_v1/raw_results/043948c6d57d3cd2432b9690342ed940a779428ffa618057cc73a58de789982d.json,2037,b81676f10997afc554e3bbc16692d912be916fefba17d3d06bf70f6a3fd3d213,raw_trial_result
results/full_synthetic_development_v1/raw_results/04a8234e01bc808e16e59c693abf4609fd467d8e53e9236ce19d2ec11d21cb8d.json,2045,14b5f70ab68f00f6a381c9a3a80867813bbac03f9ca41976fc126280d381c724,raw_trial_result
results/full_synthetic_development_v1/raw_results/04e05dff68fa6cc4aa162298b339c67848ce4ddcde5be506c88647ad9cbd726b.json,2679,55101b9644781445380430220482d60bd44a8d3706801a3c9cc01dc020d9158e,raw_trial_result
results/full_synthetic_development_v1/raw_results/04e08e8bd03cba3846a524e36e6ea8266ddcd3b56a333a4d965f48d5f9dad6eb.json,2066,271589fe0e11dd8ef74041c4c47a65df2dc6ee40c3ea4aeafd132361e08e843a,raw_trial_result
results/full_synthetic_development_v1/raw_results/04f72e594c223eb52a494d5b86d0b4353c74f4bfb699e03635ec3f81c24add2c.json,2040,fd893b20f85cc78b3fe26539bc6eeee07513415139ab504b470d63ed15de339f,raw_trial_result
results/full_synthetic_development_v1/raw_results/053185aad3ff185c3b80e9e71e9bed6d3aa1dc03f4f68887318c57e7ca9bbb7a.json,2700,f649c5d0d67c37e00c4de8da3c1f5a608dca77aa8ed24904eec9e65463b359a0,raw_trial_result
results/full_synthetic_development_v1/raw_results/054766ccff809bef1d7194a69ea701d308e2678b455535bcd75d9d6e440d5e6c.json,2673,a9c21e431cb3c151eaff116b014d3957960da66c9be1009a212f72253f3255a8,raw_trial_result
results/full_synthetic_development_v1/raw_results/0564161c95bc359eb078a300fe9b21bd944520e08bbe0e14199aaea496b939d0.json,2060,0c05c63cd283e8a992fb602b1bbc4b51bf67b9628de18cb345117a7fb2bb0c83,raw_trial_result
results/full_synthetic_development_v1/raw_results/05f144ca92ad9deeda5679a1622d0a5c82c653776a7f5da50b3d36dc01120549.json,2074,54f960072e5674bb954ce464ea23cd4679b745cf6737356cf248c19519c91af1,raw_trial_result
results/full_synthetic_development_v1/raw_results/06103d22295b9282a783496875a910308145876c30bb279c755131e49bf132a4.json,2679,1c1fe9f068aa2d14ac8e7227b373a86dda7a858193a8fd8229334ae29a0fe66c,raw_trial_result
results/full_synthetic_development_v1/raw_results/061b498dd256d6b7580cb6ed83b56249dc2be99e89faf7d0ac8e3fab22207e4f.json,2069,7810b7e97d3a30da0a975d21fc210b42fa4bae04e677483b86a94923a47fb32d,raw_trial_result
results/full_synthetic_development_v1/raw_results/061fef10f0850c90640e0075b37f3d06a7398a25c2627c49364562bf99403c2c.json,2051,07d837e7e9b463d9077c43cc28f9f1b52f66baa71b666adf032c6f214357f0df,raw_trial_result
results/full_synthetic_development_v1/raw_results/0626d626ed087e4ed6753d1714b84be9c6d4acf59ac2cc8c9a18003fa9943b91.json,2678,eb5805258cdaa051816d95e987294f5518bfb8c155d3abbade14d29ea91b4466,raw_trial_result
results/full_synthetic_development_v1/raw_results/06363f6c1d7312d59144df5a2dc6f84a28fe68ada094b75c323c182215272bec.json,2042,406fd8db22cb0d9814069ba1f5bdbb5593d2cfe4bee5d7474b48ee6cc214c89c,raw_trial_result
results/full_synthetic_development_v1/raw_results/0637c8619b78a790214c34e2e87d64904f7ae6ca21b9f8cba10274785865e98c.json,2663,2778cbc16e1ee2560734d8b20d6db6f52e317299051630383978b1acb0b80be6,raw_trial_result
results/full_synthetic_development_v1/raw_results/06424d84b5d8e957224810c9e09f1d777efc786812263fcd625081b7928a5911.json,2658,3850d347be8011adc71e305108642ca6e08882c72d5a0cea9d0f3c58b4e33885,raw_trial_result
results/full_synthetic_development_v1/raw_results/0648f90db5ae4392c927f97f804ac30c37384b8170c9cdbf192a20d864e44a48.json,2038,2ad37ecdf996c42bad6ec9e708f4f5c6a5af0da897d656881fbcaae9ae7c39e6,raw_trial_result
results/full_synthetic_development_v1/raw_results/0655203ad22f4063ab5c57335dba4b957a4cff5e71b6fb01c203533810b5bedb.json,2035,19a489a4f45ee7d6c8d0efef5ca734f3637a80a784bd539745771ba49387799e,raw_trial_result
results/full_synthetic_development_v1/raw_results/067e7fcf49fb014508ce4de347efa0e41f811a2e28908e265c2b5ce4d9c48623.json,2689,13819c8c932e5006ea4bdcf0e207219040d72e75543ec5e18527bb6c94c2e081,raw_trial_result
results/full_synthetic_development_v1/raw_results/06a728d1bb7310829edfd8af4569da092bd6db0d7146db5e641903039c1a4aa1.json,2068,fb7aae3968562c45eb5da6ba53fb6da66472dc57b06ece2cb80e7dbed11aa04e,raw_trial_result
results/full_synthetic_development_v1/raw_results/06abcb45089cb0001c774231058878fd51da37c17037847aab287bf7c8634224.json,2052,2b978e2d8e4886684a43e1f93c8beace83bb835b8560f258d5a508c4e3fdc89d,raw_trial_result
results/full_synthetic_development_v1/raw_results/06de9527ec62fde07ef9d39717c8efa4f0d5cf78adce965465ed18c80e15db35.json,2047,1e97ef19d767fb2aa2076476a9ed73aa3114a97aeef7a9c4120a41ab3883be33,raw_trial_result
results/full_synthetic_development_v1/raw_results/075a1520335501fa8f33fd4064ec4596a8f2a8c366b9881dba342bb32491121e.json,2027,5afd2b6984801c428a651e5c755350c5d126771073395dc95303592b15a9da28,raw_trial_result
results/full_synthetic_development_v1/raw_results/07a226af61a7a00077436525c46037b9f24a395e36953c08e42620b34b706227.json,2025,7b6242b05eeb7fa69d4af0cda582eaabc6e4afd20371278c951f73779fa16813,raw_trial_result
results/full_synthetic_development_v1/raw_results/07cbabb815278f3f3d41a70bc129e00f61dc73ff0eafad28de67b94f547376df.json,2695,1c57c32845f75ffe5cf1cf5c3ad7e2da1395737fd7b97da6d57f0fb7eeaba11a,raw_trial_result
results/full_synthetic_development_v1/raw_results/086058034d297b10678684d989306d8f2cd699f6c037f13c3a6ad889b4486768.json,2689,bd23368887f95b547fe1a77dfb6c6e56adbf12af77f3c426357b1973112645bf,raw_trial_result
results/full_synthetic_development_v1/raw_results/087f64f2b2407e8a0bf36c23280316649b7d89b5b3531b3de57f07bb1a64b84f.json,2061,ef11b0d2c9f23b28e55dec557f72450d63e2c142c8be5b613033089d0ca28a31,raw_trial_result
results/full_synthetic_development_v1/raw_results/088fd154a46895515ae782182b9a0c9a5942b5eeb1afe216a5eac349de74e544.json,2633,22f0495c8eee0c67a328b6cf6485f2d050afbb8df0891d7104ce89d0006bb80a,raw_trial_result
results/full_synthetic_development_v1/raw_results/08b0fdfecb418b0c7b935f1c2d2a3633ad6c740b2158a50d239fe328b100b927.json,2665,3a839a871f884aaa798f94d260d115983134e662c2d4ab8affea4baf1b74f888,raw_trial_result
results/full_synthetic_development_v1/raw_results/08e703c14a65455b6dac44b862f491204cf1d5c48525e818e940825a74699450.json,2092,086f959315e62a871673471420a8c5c2bb78e35b63f13384741faf16e9398bd0,raw_trial_result
results/full_synthetic_development_v1/raw_results/090112b2878770aabcf07e2dd8b90b89a7d5a43eee276d6b1fa72d81b91a7f2a.json,2053,0343254c6db2c82df056c8cf98ab52a8581119d0f6881cbdbe33cab5f9c45648,raw_trial_result
results/full_synthetic_development_v1/raw_results/09684fe7737134368daa6423f393bbce46a187cc6594b8c4da6b247f8185371b.json,2680,9322fcd2768ac80cf32784c3f2bdb088ad77c4ea06527fb44df1bd9cdb9893cb,raw_trial_result
results/full_synthetic_development_v1/raw_results/09a70566b75e6014760c53cffa238c430d122687f3396decfe97e97d65345655.json,2663,9704eba92b682184e3eb21b26274cc91c7ba64f61b277f69849b477a7f431fa0,raw_trial_result
results/full_synthetic_development_v1/raw_results/09cab51104a3f71df3c3b069420fcac7f880a37617fc594416916fc1fa0b992c.json,2050,58e4e59a2538218b663816bb2a0a0f8e1536438b7e52ad0a5ede9d3d60becafc,raw_trial_result
results/full_synthetic_development_v1/raw_results/09d66ccb0e260a4261689c6492c77463822583b3f9d8b70ba32ab2bc1fcdf9d1.json,2680,2345a1415182e58dd9304efb8c6d97febf7ee725edd8e34d16d1c13461deaaa5,raw_trial_result
results/full_synthetic_development_v1/raw_results/09df32cf51b79bf92cb3de7e2ef89ce279206229138264989d068fe873f2b9da.json,2679,b9cf7f5c4d19fb43d094e6033e33c30ed9c0aac9016cfc6869ceeb2492392f52,raw_trial_result
results/full_synthetic_development_v1/raw_results/09e5acc51b9500a02b60444a14e1d4b8be31b3241fe7a129b6a7efdeb03c8a2c.json,2666,19a5833c1cc11c8bd2303794669d587533fa13e77726ce6a6ede3ec9201498d3,raw_trial_result
results/full_synthetic_development_v1/raw_results/09eb18a44b4a2c40997699943876f06b13750c4a3b904180d00b55dda16e942d.json,1988,95531a5c386e4dfe3f557825d8bcbc262e9e0eabdfe7f4dc915ee3810a6a4da1,raw_trial_result
results/full_synthetic_development_v1/raw_results/09fac73767ae26853bfbee528303e0edda47e7d7d288f6e22ae6113559e85f10.json,2630,daf9909ac21e4e3288d8aac0fe1033f66d9a66abd5336245ec63afe8b284746e,raw_trial_result
results/full_synthetic_development_v1/raw_results/0a002128914603df6c7a63ad5104a413a995174439dc21389830cc8b5b5fd759.json,2689,4632ff2d97bea706ed79221129c17772082c900f9d76a71ca85790d74a97cca2,raw_trial_result
results/full_synthetic_development_v1/raw_results/0a10188decdfdb273666241307f788d648bc0a4cf36c4de46f6643e8a999f211.json,2634,56a51652ada9934e182d5ea1248be69a48427ee798d9ad59f8d58c0f6b0bce5d,raw_trial_result
results/full_synthetic_development_v1/raw_results/0a16a92cab8b4ddeaf4a4971f3a502b30a976c371a71ebf3155f4c8ac3dc371f.json,2031,9253deca12a1974f2872b810a6ea62bdbaf4f8e50146c00989449e1e4f4c34d3,raw_trial_result
results/full_synthetic_development_v1/raw_results/0a4b73f7e58c3d77f352afce2b244fc3c652b83831f937fbd920e1f2e72228bf.json,2061,d8061b0f6db04f289806c35bcd13a51180b23ef4a651d6d8bc97f3582e43c492,raw_trial_result
results/full_synthetic_development_v1/raw_results/0a5d46707a2a643dfb592817c2b23b2a4a3d5b2a82d2d33cdaee09ecf5b54f1b.json,2039,0d28b1238b707f8dae65377730a76691b96c2bde56134a663cda80168347c05c,raw_trial_result
results/full_synthetic_development_v1/raw_results/0a8ce0987fde8a595e6f30fc6e27108e94c2b93aa5f192fd883117ed9da41d6e.json,2034,9f0b0c1912550de20b4305486d0981037bd4150b4e73fe0fbc4caf07c070bd51,raw_trial_result
results/full_synthetic_development_v1/raw_results/0a941da07122489c0d57d5ff225e260d0a6719e065bc378ca4cdd20f4be2d9b6.json,2088,819cf84ec5f0e4a29266c0fef0bd59459574fb3a66dc140aded3cc319c40a5e0,raw_trial_result
results/full_synthetic_development_v1/raw_results/0aa1af7120704abc0fc1fbf2c6c9c29b85275f4603c00d0c9ccd456f9b910fab.json,2665,b6109023e0564072b26dbcaed00cc7d0106290a94e01bc076a6e842cbc1f2128,raw_trial_result
results/full_synthetic_development_v1/raw_results/0ab53c1dde8e67828c6bd974cf7485fa15775c4c29d6e5d2128b4090bfb2173a.json,2029,288f678ca667d56f3d6a9278b0dcb3d2ee8ac250f4003f2991ec511238efd3a0,raw_trial_result
results/full_synthetic_development_v1/raw_results/0b170acc93a8faa8d2eef84af0118d961b875e330bd0f81f9f962190d028c180.json,2065,87ce26d44b05c96967e2cb4e8eba5edd7dac00aaff6487b68da34d0f5a76eb36,raw_trial_result
results/full_synthetic_development_v1/raw_results/0b2506d5a580dd7166c2b4acf7bb149d2f10fa339eb68410da1500b1738d5994.json,2639,063873cc208e996d08566535b36712b24d83209a63c9e69b07c9fa06c5a8f838,raw_trial_result
results/full_synthetic_development_v1/raw_results/0b3a56d231aa1325d32efb37bb28cd41ec09c3af3e4112b1bc1e4f2828dd5ac4.json,2043,7f46cbf20a20c75b50c3d17346c071441c6c07faa928319cd8ff035bf3458f7b,raw_trial_result
results/full_synthetic_development_v1/raw_results/0b49887a38cec5e2240f48588c3c411b254948746fb7774bb430c2e6de5dc95b.json,2040,68c0ad3abebfc2807f60b8a35e5b56dbead81323d8fbc5ffe6370be7e9e8a4ab,raw_trial_result
results/full_synthetic_development_v1/raw_results/0b4e0b2dc13e27c7f8dd60f52ec21fb1681f4cfbb64f100d27f9e18c40cdb86b.json,2639,f567103d2c7e1cbdac895662620dd7c7f523918a690a5343cf8abc9f6d4667f1,raw_trial_result
results/full_synthetic_development_v1/raw_results/0b64885e1de1aad0ebd953d57fece7cd99108387ab9ab5fe7e71f4406357e743.json,2037,afe2d06ea6d33816eb99014961cd8bcf9babee5bc3c73e30a8bca6be47cc0787,raw_trial_result
results/full_synthetic_development_v1/raw_results/0b66db7b398cb6187bdeae9a6f77edb3727e8817371f684eea447358ea58f02f.json,2646,b8568df1bae089b0eb8ed26a844b2682f01cacba8561a945d256a60837b6822b,raw_trial_result
results/full_synthetic_development_v1/raw_results/0bcdf6da4f41b5e3c5ef3b7c5cfe6721777a38b23056930a9b856b2cc368a499.json,2631,710f4f61ea10ced4390c4f8c5c3336987c043af5f82108e1bc25c4de65d2e425,raw_trial_result
results/full_synthetic_development_v1/raw_results/0beba31ca99df9c16dcf6aa5bf41158e1ef35784912fbe0282bdc0dc195d2b5f.json,2643,557c8fc1b524999c73d71d3b1b54713e525cca0e36ce5079c3a4756ddb44d07c,raw_trial_result
results/full_synthetic_development_v1/raw_results/0c0bfb3b32c13bdfa2c8a36671a9adba194977bc185aef7c05c51644fc813ab0.json,2028,b6f9b6fab9e03df90472fbef4313928230762988e55bd6582d8a373822a6e24b,raw_trial_result
results/full_synthetic_development_v1/raw_results/0c2b76ac9f87eda74ba8118b33bb6b692554a5076bf446b12a831d63cdc876e0.json,2080,e486173537b21efd9ea4c32b3aa3cd959ff5d518bfeb4256a7bf56608663c021,raw_trial_result
results/full_synthetic_development_v1/raw_results/0c3767317332312766e18320fe8a5b5c815f2d0f6e02a6a2c4631a4d2a1d3003.json,2092,136899a33cfdbfe0039522a6f36300881fd6ad29cc1fb0345616834313e50d58,raw_trial_result
results/full_synthetic_development_v1/raw_results/0c3aec6628a697c16dab09869fc5efe125b57e607c0b0e6f2fb9bcb6716d23e7.json,2696,be4ecad98b252a4d313a14697aacdfcebb9343c5e3bb7bd341aaea10c7cc210a,raw_trial_result
results/full_synthetic_development_v1/raw_results/0c596d945f99f53516d1180f99363a2fc2abb80d54c76a286bc5fe2d5a5a6d26.json,2693,ecbea0d57f89467a5e7e1890ef5770cfe721bd30f5c52432c54c15d6af218e85,raw_trial_result
results/full_synthetic_development_v1/raw_results/0c7c5114920b76e85735004754ecbe509cb53a3b60f6bb7b984a7af7ddc5897d.json,2670,c14102376d13493d181978e40ec063a7d175fe4c12f19dd85854a868a4304ee4,raw_trial_result
results/full_synthetic_development_v1/raw_results/0c96ab72f9de60ce36a5edaaa6f9ff1740726ea6e753b0d0eaa567c63cedcaec.json,2672,94eed94745b2a783d01a2d17e0af49b816e6c61413e4b3462926cba199e41a4e,raw_trial_result
results/full_synthetic_development_v1/raw_results/0c98f4a664a7c345e379a0b9d997fa02a489c863f7454ee1d96790f58a8c3d24.json,2042,838902f715c7a0a24693594cbd785bbf93bb1d5732cbb39687ff80a8eff54b4a,raw_trial_result
results/full_synthetic_development_v1/raw_results/0c99891baab68e1c3b3548b49606fd3b48b3d2da583dbc587011031e07d6c5c0.json,2060,060c89ecbde9e235b8792c4b3a051f45394cf1658a79434f67d3ab2d95f25602,raw_trial_result
results/full_synthetic_development_v1/raw_results/0cab17b57f6d8c045f6237f54f93a7c94f59e4cfee6c22167d7c50ed4ff9d578.json,2016,50dcec1d65d241a13a46d8e78e974d89a30563f31f550df924587df42fb4fcb2,raw_trial_result
results/full_synthetic_development_v1/raw_results/0cf14e0d207b900e9b46b56bd4fdfaf45f2c8abb6aecf8defa48522beab3f4b6.json,2696,d02dd346f8e46cd71ddc5eb3bb6e260e3ea64c3fe1058c5ae1d4e2cc3b58178e,raw_trial_result
results/full_synthetic_development_v1/raw_results/0d0f3514a0f627590ec086854570363937a574b8b287dfcfe5e9b513920fc4e4.json,2073,bccbc9b1a2dd469da124dc31fe6f8377b750d4049578c3f2904a512ca5c676d8,raw_trial_result
results/full_synthetic_development_v1/raw_results/0d2dfd951029429ba7742b387cf95218991ba56f47437efd6155ffd67b97b021.json,2048,0ba1bb5361ef528b2fde1cc7167ffbbc253ef6e1e83c4673606393d2bbd01c74,raw_trial_result
results/full_synthetic_development_v1/raw_results/0d33852f038bf6afcf1e7a767351b3c696b24bd42adc3a00cabe1d3f37aae72f.json,2671,fe4e078e2f88da7e4aa5e96b772c811139881f6be36b9d08974c1034b0e24fe3,raw_trial_result
results/full_synthetic_development_v1/raw_results/0d379cc2a391d85f11e0131d565073d7a557d8b120883796c7be651c5ba5f018.json,2047,8521a0db7de1d609cceb533ddbb98bca25009e3e2617b3855e4484b0c02bc971,raw_trial_result
results/full_synthetic_development_v1/raw_results/0d5322fd73138d417ac2dd8e356670a6c5c4441d6d56ca42201e0f7baf7aa1c5.json,2690,3a34294e409184ee7a67e6ed3ab8befa259a2f6aa8380c509b981c37b93dba0a,raw_trial_result
results/full_synthetic_development_v1/raw_results/0d53272375612906fd6234323be5500b8bbed3b39f88ecb782fd594b18e2408f.json,2033,87a6c7fa0322ce981e1b4a60ad8c834f8c7e53b940c0f0f105d667445ab4429a,raw_trial_result
results/full_synthetic_development_v1/raw_results/0dab113a8182a00c8e2d119e52566ecbcabaa69afd59c0a36f850377d0f89400.json,2672,86b2e6bdb590b26b5579a208a2751a91d3a103107b184d2a34198a00b919e6cf,raw_trial_result
