x,y,z
-16.746317680,-5.374032795,1.571619361
-10.698585090,-2.401451437,0.003269402
13.829967020,-8.310171515,1.141670860
-2.418637205,1.834842324,-3.704635201
0.820031541,-3.483231525,-1.127152969
-7.440709489,-8.367869181,0.788487919
1.251631160,-0.535276184,1.247649155
-1.942502820,-1.022832746,2.988265581
-0.469476120,-5.562037357,1.424907535
13.687943502,-6.764702417,1.368838996
-16.320657238,3.495929337,-2.550591295
-9.722255063,-7.010860735,0.103391374
2.820981505,3.096694694,0.192878114
-13.643894119,3.891028797,1.213208785
6.612067206,7.964643376,1.142112855
-4.673910097,3.618315861,1.475156976
6.839313888,-5.928317900,3.375418107
14.462238467,-2.146641445,0.291588541
1.387523475,-5.077122672,0.869077965
-3.360854654,2.997025932,1.137458929
-0.519180998,-5.123725239,-2.792967539
4.317424333,-0.688786366,0.915433243
2.008441283,-2.905584306,3.165066054
-1.655354813,-1.735095941,-1.641637269
8.602479830,6.285553061,3.751563003
1.286489422,-6.741354693,-3.906459058
15.240008382,-1.681734479,-3.917579079
-6.522523018,2.168308362,-3.299808003
6.848327826,-2.012030489,2.420006695
2.538480326,-4.941161925,-3.767442905
8.019743353,-4.391670292,2.131040764
10.736699685,-6.441159844,1.334387323
-6.363734468,1.743149979,-0.312891507
-6.714969968,2.610831965,2.529242790
